_id,lat,lng,main_damage,grouped_damage,confidence_level,geo_result,occupancy,address,parsed_address,address_dict,country,parish,town,suburb,street,place
"BLDG20469","15.36828288","-61.40376249","Highly Damaged","Damaged Buildings","nan","15.3783761,-61.4072474,primary","primary","Edward Olivier Leblanc Highway, Canefield, Jimmit, Saint Paul Parish, Dominica","Edward Olivier Leblanc Highway,Canefield,Jimmit,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Jimmit","None","Canefield","Edward Olivier Leblanc Highway"
"BLDG20470","15.36845182","-61.40317476","Completely Destroyed","Damaged Buildings","nan","15.3783761,-61.4072474,primary","primary","Edward Olivier Leblanc Highway, Canefield, Jimmit, Saint Paul Parish, Dominica","Edward Olivier Leblanc Highway,Canefield,Jimmit,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Jimmit","None","Canefield","Edward Olivier Leblanc Highway"
"BLDG20471","15.36854224","-61.4034841","Highly Damaged","Damaged Buildings","nan","15.3783761,-61.4072474,primary","primary","Edward Olivier Leblanc Highway, Canefield, Jimmit, Saint Paul Parish, Dominica","Edward Olivier Leblanc Highway,Canefield,Jimmit,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Jimmit","None","Canefield","Edward Olivier Leblanc Highway"
"BLDG20472","15.36824005","-61.40391716","Completely Destroyed","Damaged Buildings","nan","15.3783761,-61.4072474,primary","primary","Edward Olivier Leblanc Highway, Canefield, Jimmit, Saint Paul Parish, Dominica","Edward Olivier Leblanc Highway,Canefield,Jimmit,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Jimmit","None","Canefield","Edward Olivier Leblanc Highway"
"BLDG20473","15.36830906","-61.40210163","Moderately Damaged","Damaged Buildings","nan","15.3783761,-61.4072474,primary","primary","Edward Olivier Leblanc Highway, Canefield, Jimmit, Saint Paul Parish, Dominica","Edward Olivier Leblanc Highway,Canefield,Jimmit,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Jimmit","None","Canefield","Edward Olivier Leblanc Highway"
"BLDG20474","15.36848276","-61.40262273","Highly Damaged","Damaged Buildings","nan","15.3783761,-61.4072474,primary","primary","Edward Olivier Leblanc Highway, Canefield, Jimmit, Saint Paul Parish, Dominica","Edward Olivier Leblanc Highway,Canefield,Jimmit,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Jimmit","None","Canefield","Edward Olivier Leblanc Highway"
"BLDG20475","15.36911094","-61.40367207","Highly Damaged","Damaged Buildings","nan","15.3380393,-61.3886297,suburb","suburb","Canefield, Jimmit, Saint Paul Parish, Dominica","Canefield,Jimmit,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Jimmit","None","Canefield","None"
"BLDG20476","15.36899672","-61.40360069","Moderately Damaged","Damaged Buildings","nan","15.3380393,-61.3886297,suburb","suburb","Canefield, Jimmit, Saint Paul Parish, Dominica","Canefield,Jimmit,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Jimmit","None","Canefield","None"
"BLDG20477","15.36915852","-61.40350551","Moderately Damaged","Damaged Buildings","nan","15.3380393,-61.3886297,suburb","suburb","Canefield, Jimmit, Saint Paul Parish, Dominica","Canefield,Jimmit,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Jimmit","None","Canefield","None"
"BLDG20478","15.36883492","-61.40346506","Highly Damaged","Damaged Buildings","nan","15.3783761,-61.4072474,primary","primary","Edward Olivier Leblanc Highway, Canefield, Jimmit, Saint Paul Parish, Dominica","Edward Olivier Leblanc Highway,Canefield,Jimmit,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Jimmit","None","Canefield","Edward Olivier Leblanc Highway"
"BLDG20479","15.36882778","-61.40358165","Highly Damaged","Damaged Buildings","nan","15.3783761,-61.4072474,primary","primary","Edward Olivier Leblanc Highway, Canefield, Jimmit, Saint Paul Parish, Dominica","Edward Olivier Leblanc Highway,Canefield,Jimmit,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Jimmit","None","Canefield","Edward Olivier Leblanc Highway"
"BLDG20480","15.36871119","-61.40379104","Completely Destroyed","Damaged Buildings","nan","15.3783761,-61.4072474,primary","primary","Edward Olivier Leblanc Highway, Canefield, Jimmit, Saint Paul Parish, Dominica","Edward Olivier Leblanc Highway,Canefield,Jimmit,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Jimmit","None","Canefield","Edward Olivier Leblanc Highway"
"BLDG20481","15.36888489","-61.40398378","Highly Damaged","Damaged Buildings","nan","15.3380393,-61.3886297,suburb","suburb","Canefield, Jimmit, Saint Paul Parish, Dominica","Canefield,Jimmit,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Jimmit","None","Canefield","None"
"BLDG20482","15.36900386","-61.40386957","Highly Damaged","Damaged Buildings","nan","15.3380393,-61.3886297,suburb","suburb","Canefield, Jimmit, Saint Paul Parish, Dominica","Canefield,Jimmit,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Jimmit","None","Canefield","None"
"BLDG20483","15.36870643","-61.40392667","Completely Destroyed","Damaged Buildings","nan","15.3783761,-61.4072474,primary","primary","Edward Olivier Leblanc Highway, Canefield, Jimmit, Saint Paul Parish, Dominica","Edward Olivier Leblanc Highway,Canefield,Jimmit,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Jimmit","None","Canefield","Edward Olivier Leblanc Highway"
"BLDG20484","15.36885157","-61.4040623","Highly Damaged","Damaged Buildings","nan","15.3380393,-61.3886297,suburb","suburb","Canefield, Jimmit, Saint Paul Parish, Dominica","Canefield,Jimmit,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Jimmit","None","Canefield","None"
"BLDG20485","15.36823291","-61.404247899999994","Completely Destroyed","Damaged Buildings","nan","15.3783761,-61.4072474,primary","primary","Edward Olivier Leblanc Highway, Canefield, Jimmit, Saint Paul Parish, Dominica","Edward Olivier Leblanc Highway,Canefield,Jimmit,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Jimmit","None","Canefield","Edward Olivier Leblanc Highway"
"BLDG20486","15.36835903","-61.40363876","Completely Destroyed","Damaged Buildings","nan","15.3783761,-61.4072474,primary","primary","Edward Olivier Leblanc Highway, Canefield, Jimmit, Saint Paul Parish, Dominica","Edward Olivier Leblanc Highway,Canefield,Jimmit,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Jimmit","None","Canefield","Edward Olivier Leblanc Highway"
"BLDG20487","15.36848752","-61.40329374","Completely Destroyed","Damaged Buildings","nan","15.3783761,-61.4072474,primary","primary","Edward Olivier Leblanc Highway, Canefield, Jimmit, Saint Paul Parish, Dominica","Edward Olivier Leblanc Highway,Canefield,Jimmit,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Jimmit","None","Canefield","Edward Olivier Leblanc Highway"
"BLDG20488","15.36900386","-61.40419555","Completely Destroyed","Damaged Buildings","nan","15.3380393,-61.3886297,suburb","suburb","Canefield, Jimmit, Saint Paul Parish, Dominica","Canefield,Jimmit,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Jimmit","None","Canefield","None"
"BLDG20489","15.36919897","-61.4040861","Completely Destroyed","Damaged Buildings","nan","15.3380393,-61.3886297,suburb","suburb","Canefield, Jimmit, Saint Paul Parish, Dominica","Canefield,Jimmit,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Jimmit","None","Canefield","None"
"BLDG20490","15.36947261","-61.40350789","Highly Damaged","Damaged Buildings","nan","15.3380393,-61.3886297,suburb","suburb","Canefield, Jimmit, Saint Paul Parish, Dominica","Canefield,Jimmit,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Jimmit","None","Canefield","None"
"BLDG20491","15.369427400000001","-61.40356738","Highly Damaged","Damaged Buildings","nan","15.3380393,-61.3886297,suburb","suburb","Canefield, Jimmit, Saint Paul Parish, Dominica","Canefield,Jimmit,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Jimmit","None","Canefield","None"
"BLDG20492","15.36957493","-61.40343175","Highly Damaged","Damaged Buildings","nan","15.3380393,-61.3886297,suburb","suburb","Canefield, Jimmit, Saint Paul Parish, Dominica","Canefield,Jimmit,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Jimmit","None","Canefield","None"
"BLDG20493","15.369903299999999","-61.403565","Moderately Damaged","Damaged Buildings","nan","15.3380393,-61.3886297,suburb","suburb","Canefield, Jimmit, Saint Paul Parish, Dominica","Canefield,Jimmit,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Jimmit","None","Canefield","None"
"BLDG20494","15.36917042","-61.40208497","Completely Destroyed","Damaged Buildings","nan","15.3955699,-61.3933158,tertiary","tertiary","Warner Road, Canefield, Jimmit, Saint Paul Parish, Dominica","Warner Road,Canefield,Jimmit,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Jimmit","None","Canefield","Warner Road"
"BLDG20495","15.36923467","-61.40190889","Completely Destroyed","Damaged Buildings","nan","15.3955699,-61.3933158,tertiary","tertiary","Warner Road, Canefield, Jimmit, Saint Paul Parish, Dominica","Warner Road,Canefield,Jimmit,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Jimmit","None","Canefield","Warner Road"
"BLDG20496","15.36930605","-61.40214208","Completely Destroyed","Damaged Buildings","nan","15.3955699,-61.3933158,tertiary","tertiary","Warner Road, Canefield, Jimmit, Saint Paul Parish, Dominica","Warner Road,Canefield,Jimmit,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Jimmit","None","Canefield","Warner Road"
"BLDG20497","15.36907048","-61.40169236","Completely Destroyed","Damaged Buildings","nan","15.3783761,-61.4072474,primary","primary","Edward Olivier Leblanc Highway, Canefield, Jimmit, Saint Paul Parish, Dominica","Edward Olivier Leblanc Highway,Canefield,Jimmit,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Jimmit","None","Canefield","Edward Olivier Leblanc Highway"
"BLDG20498","15.36948689","-61.40187082","Completely Destroyed","Damaged Buildings","nan","15.3955699,-61.3933158,tertiary","tertiary","Warner Road, Canefield, Jimmit, Saint Paul Parish, Dominica","Warner Road,Canefield,Jimmit,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Jimmit","None","Canefield","Warner Road"
"BLDG20499","15.36963204","-61.401271200000004","Highly Damaged","Damaged Buildings","nan","15.3955699,-61.3933158,tertiary","tertiary","Warner Road, Canefield, Jimmit, Saint Paul Parish, Dominica","Warner Road,Canefield,Jimmit,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Jimmit","None","Canefield","Warner Road"
"BLDG20500","15.36976529","-61.40110939","Highly Damaged","Damaged Buildings","nan","15.3955699,-61.3933158,tertiary","tertiary","Warner Road, Canefield, Jimmit, Saint Paul Parish, Dominica","Warner Road,Canefield,Jimmit,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Jimmit","None","Canefield","Warner Road"
"BLDG20501","15.37011507","-61.40200883","Highly Damaged","Damaged Buildings","nan","15.3955699,-61.3933158,tertiary","tertiary","Warner Road, Canefield, Jimmit, Saint Paul Parish, Dominica","Warner Road,Canefield,Jimmit,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Jimmit","None","Canefield","Warner Road"
"BLDG20502","15.36930605","-61.39923438","Highly Damaged","Damaged Buildings","nan","15.3380393,-61.3886297,suburb","suburb","Canefield, Jimmit, Saint Paul Parish, Dominica","Canefield,Jimmit,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Jimmit","None","Canefield","None"
"BLDG20503","15.36882064","-61.39950326","Moderately Damaged","Damaged Buildings","nan","15.3380393,-61.3886297,suburb","suburb","Canefield, Jimmit, Saint Paul Parish, Dominica","Canefield,Jimmit,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Jimmit","None","Canefield","None"
"BLDG20504","15.36933936","-61.39627195","Highly Damaged","Damaged Buildings","nan","15.3380393,-61.3886297,suburb","suburb","Canefield, Mahaut, Saint Paul Parish, Dominica","Canefield,Mahaut,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Mahaut","None","Canefield","None"
"BLDG20505","15.36937743","-61.39740695","Highly Damaged","Damaged Buildings","nan","15.3380393,-61.3886297,suburb","suburb","Canefield, Mahaut, Saint Paul Parish, Dominica","Canefield,Mahaut,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Mahaut","None","Canefield","None"
"BLDG20506","15.369705800000002","-61.39802085","Moderately Damaged","Damaged Buildings","nan","15.3380393,-61.3886297,suburb","suburb","Canefield, Mahaut, Saint Paul Parish, Dominica","Canefield,Mahaut,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Mahaut","None","Canefield","None"
"BLDG20507","15.37001513","-61.39763062","Moderately Damaged","Damaged Buildings","nan","15.3380393,-61.3886297,suburb","suburb","Canefield, Mahaut, Saint Paul Parish, Dominica","Canefield,Mahaut,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Mahaut","None","Canefield","None"
"BLDG20508","15.36857556","-61.39503939","Highly Damaged","Damaged Buildings","nan","15.3380393,-61.3886297,suburb","suburb","Canefield, Mahaut, Saint Paul Parish, Dominica","Canefield,Mahaut,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Mahaut","None","Canefield","None"
"BLDG20509","15.36889678","-61.39486093","Highly Damaged","Damaged Buildings","nan","15.3380393,-61.3886297,suburb","suburb","Canefield, Mahaut, Saint Paul Parish, Dominica","Canefield,Mahaut,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Mahaut","None","Canefield","None"
"BLDG20510","15.36848038","-61.39409236","Moderately Damaged","Damaged Buildings","nan","15.3380393,-61.3886297,suburb","suburb","Canefield, Mahaut, Saint Paul Parish, Dominica","Canefield,Mahaut,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Mahaut","None","Canefield","None"
"BLDG20511","15.368813500000002","-61.39433983","Highly Damaged","Damaged Buildings","nan","15.3380393,-61.3886297,suburb","suburb","Canefield, Mahaut, Saint Paul Parish, Dominica","Canefield,Mahaut,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Mahaut","None","Canefield","None"
"BLDG20512","15.36830005","-61.39515667","Highly Damaged","Damaged Buildings","nan","15.3380393,-61.3886297,suburb","suburb","Canefield, Mahaut, Saint Paul Parish, Dominica","Canefield,Mahaut,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Mahaut","None","Canefield","None"
"BLDG20513","15.36952496","-61.39438741","Moderately Damaged","Damaged Buildings","nan","15.3380393,-61.3886297,suburb","suburb","Canefield, Mahaut, Saint Paul Parish, Dominica","Canefield,Mahaut,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Mahaut","None","Canefield","None"
"BLDG20514","15.37202815","-61.37973945","Completely Destroyed","Damaged Buildings","nan","15.3380393,-61.3886297,suburb","suburb","Canefield, Campbell, Saint Paul Parish, Dominica","Canefield,Campbell,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Campbell","None","Canefield","None"
"BLDG20515","15.37186159","-61.37987746","Moderately Damaged","Damaged Buildings","nan","15.3380393,-61.3886297,suburb","suburb","Canefield, Campbell, Saint Paul Parish, Dominica","Canefield,Campbell,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Campbell","None","Canefield","None"
"BLDG20516","15.37255639","-61.37978466","Completely Destroyed","Damaged Buildings","nan","15.3380393,-61.3886297,suburb","suburb","Canefield, Campbell, Saint Paul Parish, Dominica","Canefield,Campbell,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Campbell","None","Canefield","None"
"BLDG20517","15.37102054","-61.3800289","Completely Destroyed","Damaged Buildings","nan","15.3380393,-61.3886297,suburb","suburb","Canefield, Campbell, Saint Paul Parish, Dominica","Canefield,Campbell,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Campbell","None","Canefield","None"
"BLDG20518","15.37085287","-61.38030836","Completely Destroyed","Damaged Buildings","nan","15.3380393,-61.3886297,suburb","suburb","Canefield, Campbell, Saint Paul Parish, Dominica","Canefield,Campbell,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Campbell","None","Canefield","None"
"BLDG20519","15.37109337","-61.38014068","Completely Destroyed","Damaged Buildings","nan","15.3380393,-61.3886297,suburb","suburb","Canefield, Campbell, Saint Paul Parish, Dominica","Canefield,Campbell,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Campbell","None","Canefield","None"
"BLDG20520","15.37117806","-61.37991881","Completely Destroyed","Damaged Buildings","nan","15.3380393,-61.3886297,suburb","suburb","Canefield, Campbell, Saint Paul Parish, Dominica","Canefield,Campbell,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Campbell","None","Canefield","None"
"BLDG20521","15.37095618","-61.37978501","Completely Destroyed","Damaged Buildings","nan","15.3380393,-61.3886297,suburb","suburb","Canefield, Campbell, Saint Paul Parish, Dominica","Canefield,Campbell,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Campbell","None","Canefield","None"
"BLDG20522","15.37201976","-61.38361807","Completely Destroyed","Damaged Buildings","nan","15.3380393,-61.3886297,suburb","suburb","Canefield, Mahaut, Saint Paul Parish, Dominica","Canefield,Mahaut,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Mahaut","None","Canefield","None"
"BLDG20523","15.37207687","-61.38373228","Completely Destroyed","Damaged Buildings","nan","15.3380393,-61.3886297,suburb","suburb","Canefield, Mahaut, Saint Paul Parish, Dominica","Canefield,Mahaut,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Mahaut","None","Canefield","None"
"BLDG20524","15.37205022","-61.38381604","Completely Destroyed","Damaged Buildings","nan","15.3380393,-61.3886297,suburb","suburb","Canefield, Mahaut, Saint Paul Parish, Dominica","Canefield,Mahaut,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Mahaut","None","Canefield","None"
"BLDG20525","15.37213278","-61.38724805","Highly Damaged","Damaged Buildings","nan","15.3380393,-61.3886297,suburb","suburb","Canefield, Mahaut, Saint Paul Parish, Dominica","Canefield,Mahaut,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Mahaut","None","Canefield","None"
"BLDG20526","15.37296084","-61.38881136","Highly Damaged","Damaged Buildings","nan","15.3380393,-61.3886297,suburb","suburb","Canefield, Mahaut, Saint Paul Parish, Dominica","Canefield,Mahaut,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Mahaut","None","Canefield","None"
"BLDG20527","15.3733701","-61.38927059","Highly Damaged","Damaged Buildings","nan","15.3380393,-61.3886297,suburb","suburb","Canefield, Mahaut, Saint Paul Parish, Dominica","Canefield,Mahaut,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Mahaut","None","Canefield","None"
"BLDG20528","15.37375558","-61.38959896","Moderately Damaged","Damaged Buildings","nan","15.3380393,-61.3886297,suburb","suburb","Canefield, Mahaut, Saint Paul Parish, Dominica","Canefield,Mahaut,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Mahaut","None","Canefield","None"
"BLDG20529","15.37323447","-61.38811894","Highly Damaged","Damaged Buildings","nan","15.3380393,-61.3886297,suburb","suburb","Canefield, Mahaut, Saint Paul Parish, Dominica","Canefield,Mahaut,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Mahaut","None","Canefield","None"
"BLDG20530","15.37351049","-61.38813797","Moderately Damaged","Damaged Buildings","nan","15.3380393,-61.3886297,suburb","suburb","Canefield, Mahaut, Saint Paul Parish, Dominica","Canefield,Mahaut,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Mahaut","None","Canefield","None"
"BLDG20531","15.37364374","-61.38798093","Moderately Damaged","Damaged Buildings","nan","15.3380393,-61.3886297,suburb","suburb","Canefield, Mahaut, Saint Paul Parish, Dominica","Canefield,Mahaut,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Mahaut","None","Canefield","None"
"BLDG20532","15.37390132","-61.38604761","Moderately Damaged","Damaged Buildings","nan","15.3380393,-61.3886297,suburb","suburb","Canefield, Mahaut, Saint Paul Parish, Dominica","Canefield,Mahaut,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Mahaut","None","Canefield","None"
"BLDG20533","15.37339568","-61.38643428","Moderately Damaged","Damaged Buildings","nan","15.3380393,-61.3886297,suburb","suburb","Canefield, Mahaut, Saint Paul Parish, Dominica","Canefield,Mahaut,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Mahaut","None","Canefield","None"
"BLDG20534","15.37374665","-61.38652648","Completely Destroyed","Damaged Buildings","nan","15.3380393,-61.3886297,suburb","suburb","Canefield, Mahaut, Saint Paul Parish, Dominica","Canefield,Mahaut,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Mahaut","None","Canefield","None"
"BLDG20535","15.37371096","-61.38533378","Completely Destroyed","Damaged Buildings","nan","15.3380393,-61.3886297,suburb","suburb","Canefield, Mahaut, Saint Paul Parish, Dominica","Canefield,Mahaut,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Mahaut","None","Canefield","None"
"BLDG20536","15.37356225","-61.38519993","Completely Destroyed","Damaged Buildings","nan","15.3380393,-61.3886297,suburb","suburb","Canefield, Mahaut, Saint Paul Parish, Dominica","Canefield,Mahaut,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Mahaut","None","Canefield","None"
"BLDG20537","15.37371988","-61.38514045","Completely Destroyed","Damaged Buildings","nan","15.3380393,-61.3886297,suburb","suburb","Canefield, Mahaut, Saint Paul Parish, Dominica","Canefield,Mahaut,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Mahaut","None","Canefield","None"
"BLDG20538","15.37365445","-61.38495306","Completely Destroyed","Damaged Buildings","nan","15.3380393,-61.3886297,suburb","suburb","Canefield, Mahaut, Saint Paul Parish, Dominica","Canefield,Mahaut,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Mahaut","None","Canefield","None"
"BLDG20539","15.37349681","-61.38561336","Completely Destroyed","Damaged Buildings","nan","15.3380393,-61.3886297,suburb","suburb","Canefield, Mahaut, Saint Paul Parish, Dominica","Canefield,Mahaut,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Mahaut","None","Canefield","None"
"BLDG20540","15.37356225","-61.38595541","Completely Destroyed","Damaged Buildings","nan","15.3380393,-61.3886297,suburb","suburb","Canefield, Mahaut, Saint Paul Parish, Dominica","Canefield,Mahaut,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Mahaut","None","Canefield","None"
"BLDG20541","15.37356522","-61.38468835","Completely Destroyed","Damaged Buildings","nan","15.3380393,-61.3886297,suburb","suburb","Canefield, Mahaut, Saint Paul Parish, Dominica","Canefield,Mahaut,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Mahaut","None","Canefield","None"
"BLDG20542","15.37407383","-61.38655028","Completely Destroyed","Damaged Buildings","nan","15.3380393,-61.3886297,suburb","suburb","Canefield, Mahaut, Saint Paul Parish, Dominica","Canefield,Mahaut,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Mahaut","None","Canefield","None"
"BLDG20543","15.37424039","-61.38430466","Highly Damaged","Damaged Buildings","nan","15.3380393,-61.3886297,suburb","suburb","Canefield, Mahaut, Saint Paul Parish, Dominica","Canefield,Mahaut,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Mahaut","None","Canefield","None"
"BLDG20544","15.37382101","-61.38354621","Highly Damaged","Damaged Buildings","nan","15.3380393,-61.3886297,suburb","suburb","Canefield, Mahaut, Saint Paul Parish, Dominica","Canefield,Mahaut,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Mahaut","None","Canefield","None"
"BLDG20545","15.37373476","-61.38196684","Highly Damaged","Damaged Buildings","nan","15.3380393,-61.3886297,suburb","suburb","Canefield, Mahaut, Saint Paul Parish, Dominica","Canefield,Mahaut,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Mahaut","None","Canefield","None"
"BLDG20546","15.37431178","-61.38207986","Highly Damaged","Damaged Buildings","nan","15.3380393,-61.3886297,suburb","suburb","Canefield, Mahaut, Saint Paul Parish, Dominica","Canefield,Mahaut,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Mahaut","None","Canefield","None"
"BLDG20547","15.37418091","-61.3808366","Highly Damaged","Damaged Buildings","nan","15.3380393,-61.3886297,suburb","suburb","Canefield, Campbell, Saint Paul Parish, Dominica","Canefield,Campbell,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Campbell","None","Canefield","None"
"BLDG20548","15.37358901","-61.38074439","Highly Damaged","Damaged Buildings","nan","15.3380393,-61.3886297,suburb","suburb","Canefield, Mahaut, Saint Paul Parish, Dominica","Canefield,Mahaut,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Mahaut","None","Canefield","None"
"BLDG20549","15.37439803","-61.37925128","Highly Damaged","Damaged Buildings","nan","15.3380393,-61.3886297,suburb","suburb","Canefield, Campbell, Saint Paul Parish, Dominica","Canefield,Campbell,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Campbell","None","Canefield","None"
"BLDG20550","15.374412900000001","-61.37912933","Highly Damaged","Damaged Buildings","nan","15.3380393,-61.3886297,suburb","suburb","Canefield, Campbell, Saint Paul Parish, Dominica","Canefield,Campbell,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Campbell","None","Canefield","None"
"BLDG20551","15.37439506","-61.38624095","Completely Destroyed","Damaged Buildings","nan","15.3380393,-61.3886297,suburb","suburb","Canefield, Mahaut, Saint Paul Parish, Dominica","Canefield,Mahaut,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Mahaut","None","Canefield","None"
"BLDG20552","15.37419578","-61.38664248","Completely Destroyed","Damaged Buildings","nan","15.3380393,-61.3886297,suburb","suburb","Canefield, Mahaut, Saint Paul Parish, Dominica","Canefield,Mahaut,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Mahaut","None","Canefield","None"
"BLDG20553","15.37145047","-61.39726379999999","Highly Damaged","Damaged Buildings","nan","15.3380393,-61.3886297,suburb","suburb","Canefield, Jimmit, Saint Paul Parish, Dominica","Canefield,Jimmit,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Jimmit","None","Canefield","None"
"BLDG20554","15.372548000000002","-61.39693067","Highly Damaged","Damaged Buildings","nan","15.3740776,-61.3973364,service","service","Jimmit Industrial Road, Canefield, Jimmit, Saint Paul Parish, Dominica","Jimmit Industrial Road,Canefield,Jimmit,Saint Paul Parish,Dominica","[object BSON]","Dominica","Saint Paul Parish","Jimmit","None","Canefield","Jimmit Industrial Road"
