_id,lat,lng,main_damage,grouped_damage,confidence_level,geo_result,occupancy,address,parsed_address,address_dict,country,parish,town,suburb,street,place
"BLDG22410","15.30833322","-61.36424878","Completely Destroyed","Damaged Buildings","nan","15.3069853,-61.3670361,tertiary","tertiary","Valley Road, Silverlake, Fond Cani, Saint George Parish, 00109-800, Dominica","Valley Road,Silverlake,Fond Cani,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Fond Cani","None","Silverlake","Valley Road"
"BLDG22411","15.30841863","-61.36415572","Completely Destroyed","Damaged Buildings","nan","15.3069853,-61.3670361,tertiary","tertiary","Valley Road, Silverlake, Fond Cani, Saint George Parish, 00109-800, Dominica","Valley Road,Silverlake,Fond Cani,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Fond Cani","None","Silverlake","Valley Road"
"BLDG22412","15.30847855","-61.36401113","Completely Destroyed","Damaged Buildings","nan","15.3069853,-61.3670361,tertiary","tertiary","Valley Road, Silverlake, Fond Cani, Saint George Parish, 00109-800, Dominica","Valley Road,Silverlake,Fond Cani,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Fond Cani","None","Silverlake","Valley Road"
"BLDG22413","15.30904801","-61.36340431","Completely Destroyed","Damaged Buildings","nan","15.3080491,-61.3661528,suburb","suburb","Louisville, Copt Hall, Saint George Parish, 00109-800, Dominica","Louisville,Copt Hall,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Copt Hall","None","Louisville","None"
"BLDG22414","15.30940034","-61.36351613","Highly Damaged","Damaged Buildings","nan","15.3080491,-61.3661528,suburb","suburb","Louisville, Copt Hall, Saint George Parish, 00109-800, Dominica","Louisville,Copt Hall,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Copt Hall","None","Louisville","None"
"BLDG22415","15.3087413","-61.36462626","Moderately Damaged","Damaged Buildings","nan","15.3069853,-61.3670361,tertiary","tertiary","Valley Road, Silverlake, Fond Cani, Saint George Parish, 00109-800, Dominica","Valley Road,Silverlake,Fond Cani,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Fond Cani","None","Silverlake","Valley Road"
"BLDG22416","15.30833259","-61.36514313","Moderately Damaged","Damaged Buildings","nan","15.3069853,-61.3670361,tertiary","tertiary","Valley Road, Silverlake, Fond Cani, Saint George Parish, 00109-800, Dominica","Valley Road,Silverlake,Fond Cani,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Fond Cani","None","Silverlake","Valley Road"
"BLDG22417","15.30923791","-61.36337696","Moderately Damaged","Damaged Buildings","nan","15.3080491,-61.3661528,suburb","suburb","Louisville, Copt Hall, Saint George Parish, 00109-800, Dominica","Louisville,Copt Hall,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Copt Hall","None","Louisville","None"
"BLDG22418","15.3094883","-61.36328262","Moderately Damaged","Damaged Buildings","nan","15.3080491,-61.3661528,suburb","suburb","Louisville, Copt Hall, Saint George Parish, 00109-800, Dominica","Louisville,Copt Hall,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Copt Hall","None","Louisville","None"
"BLDG22419","15.30902153","-61.36517843","Moderately Damaged","Damaged Buildings","nan","15.3080491,-61.3661528,suburb","suburb","Louisville, Copt Hall, Saint George Parish, 00109-800, Dominica","Louisville,Copt Hall,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Copt Hall","None","Louisville","None"
"BLDG22420","15.30905907","-61.36491575","Moderately Damaged","Damaged Buildings","nan","15.3080491,-61.3661528,suburb","suburb","Louisville, Copt Hall, Saint George Parish, 00109-800, Dominica","Louisville,Copt Hall,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Copt Hall","None","Louisville","None"
"BLDG22421","15.30910111","-61.36477868","Moderately Damaged","Damaged Buildings","nan","15.3080491,-61.3661528,suburb","suburb","Louisville, Copt Hall, Saint George Parish, 00109-800, Dominica","Louisville,Copt Hall,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Copt Hall","None","Louisville","None"
"BLDG22422","15.30882655","-61.36500256","Moderately Damaged","Damaged Buildings","nan","15.3080491,-61.3661528,suburb","suburb","Louisville, Copt Hall, Saint George Parish, 00109-800, Dominica","Louisville,Copt Hall,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Copt Hall","None","Louisville","None"
"BLDG22423","15.30877413","-61.36519144","Moderately Damaged","Damaged Buildings","nan","15.3080491,-61.3661528,suburb","suburb","Louisville, Copt Hall, Saint George Parish, 00109-800, Dominica","Louisville,Copt Hall,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Copt Hall","None","Louisville","None"
"BLDG22424","15.30866365","-61.36528839","Moderately Damaged","Damaged Buildings","nan","15.3080491,-61.3661528,suburb","suburb","Louisville, Copt Hall, Saint George Parish, 00109-800, Dominica","Louisville,Copt Hall,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Copt Hall","None","Louisville","None"
"BLDG22425","15.308396499999999","-61.36505394","Moderately Damaged","Damaged Buildings","nan","15.3069853,-61.3670361,tertiary","tertiary","Valley Road, Silverlake, Fond Cani, Saint George Parish, 00109-800, Dominica","Valley Road,Silverlake,Fond Cani,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Fond Cani","None","Silverlake","Valley Road"
"BLDG22426","15.30844957","-61.36495374","Moderately Damaged","Damaged Buildings","nan","15.3069853,-61.3670361,tertiary","tertiary","Valley Road, Silverlake, Fond Cani, Saint George Parish, 00109-800, Dominica","Valley Road,Silverlake,Fond Cani,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Fond Cani","None","Silverlake","Valley Road"
"BLDG22427","15.3085389","-61.36539653","Moderately Damaged","Damaged Buildings","nan","15.3080491,-61.3661528,suburb","suburb","Louisville, Copt Hall, Saint George Parish, 00109-800, Dominica","Louisville,Copt Hall,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Copt Hall","None","Louisville","None"
"BLDG22428","15.30852452","-61.36490142","Negligible to slight damage","Damaged Buildings","nan","15.3069853,-61.3670361,tertiary","tertiary","Valley Road, Silverlake, Fond Cani, Saint George Parish, 00109-800, Dominica","Valley Road,Silverlake,Fond Cani,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Fond Cani","None","Silverlake","Valley Road"
"BLDG22429","15.30859207","-61.36481959","Negligible to slight damage","Damaged Buildings","nan","15.3069853,-61.3670361,tertiary","tertiary","Valley Road, Silverlake, Fond Cani, Saint George Parish, 00109-800, Dominica","Valley Road,Silverlake,Fond Cani,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Fond Cani","None","Silverlake","Valley Road"
"BLDG22430","15.30865951","-61.36472298","Negligible to slight damage","Damaged Buildings","nan","15.3069853,-61.3670361,tertiary","tertiary","Valley Road, Silverlake, Fond Cani, Saint George Parish, 00109-800, Dominica","Valley Road,Silverlake,Fond Cani,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Fond Cani","None","Silverlake","Valley Road"
"BLDG22431","15.30862857","-61.36392496","Completely Destroyed","Damaged Buildings","nan","15.3080491,-61.3661528,suburb","suburb","Louisville, Copt Hall, Saint George Parish, 00109-800, Dominica","Louisville,Copt Hall,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Copt Hall","None","Louisville","None"
"BLDG22432","15.29459745","-61.35784443","Moderately Damaged","Damaged Buildings","nan","15.3051115,-61.3698232,suburb","suburb","Silverlake, Eggleston, Saint George Parish, 00109-800, Dominica","Silverlake,Eggleston,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Eggleston","None","Silverlake","None"
"BLDG22433","15.29409535","-61.35785327","Moderately Damaged","Damaged Buildings","nan","15.3051115,-61.3698232,suburb","suburb","Silverlake, Eggleston, Saint George Parish, 00109-800, Dominica","Silverlake,Eggleston,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Eggleston","None","Silverlake","None"
"BLDG22434","15.29396265","-61.357691700000004","Moderately Damaged","Damaged Buildings","nan","15.3051115,-61.3698232,suburb","suburb","Silverlake, Eggleston, Saint George Parish, 00109-800, Dominica","Silverlake,Eggleston,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Eggleston","None","Silverlake","None"
"BLDG22435","15.29403757","-61.35747432","Moderately Damaged","Damaged Buildings","nan","15.3051115,-61.3698232,suburb","suburb","Silverlake, Eggleston, Saint George Parish, 00109-800, Dominica","Silverlake,Eggleston,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Eggleston","None","Silverlake","None"
"BLDG22436","15.2938258","-61.3572912","Moderately Damaged","Damaged Buildings","nan","15.3051115,-61.3698232,suburb","suburb","Silverlake, Eggleston, Saint George Parish, 00109-800, Dominica","Silverlake,Eggleston,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Eggleston","None","Silverlake","None"
"BLDG22437","15.29386778","-61.35779838","Moderately Damaged","Damaged Buildings","nan","15.3051115,-61.3698232,suburb","suburb","Silverlake, Eggleston, Saint George Parish, 00109-800, Dominica","Silverlake,Eggleston,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Eggleston","None","Silverlake","None"
"BLDG22438","15.29390319","-61.35806171","Moderately Damaged","Damaged Buildings","nan","15.3051115,-61.3698232,suburb","suburb","Silverlake, Eggleston, Saint George Parish, 00109-800, Dominica","Silverlake,Eggleston,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Eggleston","None","Silverlake","None"
"BLDG22439","15.29362982","-61.34646969","Moderately Damaged","Damaged Buildings","nan","15.3080491,-61.3661528,suburb","suburb","Louisville, Giraudel, Saint George Parish, 00109-800, Dominica","Louisville,Giraudel,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Giraudel","None","Louisville","None"
"BLDG22440","15.29394838","-61.34751113","Moderately Damaged","Damaged Buildings","nan","15.3080491,-61.3661528,suburb","suburb","Louisville, Giraudel, Saint George Parish, 00109-800, Dominica","Louisville,Giraudel,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Giraudel","None","Louisville","None"
"BLDG22441","15.29429774","-61.34624888","Moderately Damaged","Damaged Buildings","nan","15.3080491,-61.3661528,suburb","suburb","Louisville, Giraudel, Saint George Parish, 00109-800, Dominica","Louisville,Giraudel,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Giraudel","None","Louisville","None"
"BLDG22442","15.29442116","-61.3451547","Moderately Damaged","Damaged Buildings","nan","15.3080491,-61.3661528,suburb","suburb","Louisville, Giraudel, Saint George Parish, 00109-800, Dominica","Louisville,Giraudel,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Giraudel","None","Louisville","None"
"BLDG22443","15.29452587","-61.34076777","Highly Damaged","Damaged Buildings","nan","15.3080491,-61.3661528,suburb","suburb","Louisville, Giraudel, Saint George Parish, 00109-800, Dominica","Louisville,Giraudel,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Giraudel","None","Louisville","None"
"BLDG22444","15.29449422","-61.34053089","Moderately Damaged","Damaged Buildings","nan","15.3080491,-61.3661528,suburb","suburb","Louisville, Giraudel, Saint George Parish, 00109-800, Dominica","Louisville,Giraudel,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Giraudel","None","Louisville","None"
"BLDG22445","15.29374979","-61.33769133","Completely Destroyed","Damaged Buildings","nan","15.3080491,-61.3661528,suburb","suburb","Louisville, Giraudel, Saint George Parish, 00109-800, Dominica","Louisville,Giraudel,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Giraudel","None","Louisville","None"
"BLDG22446","15.29629907","-61.35469206","Moderately Damaged","Damaged Buildings","nan","15.3080491,-61.3661528,suburb","suburb","Louisville, Eggleston, Saint George Parish, 00109-800, Dominica","Louisville,Eggleston,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Eggleston","None","Louisville","None"
"BLDG22447","15.29686741","-61.35491182","Moderately Damaged","Damaged Buildings","nan","15.3080491,-61.3661528,suburb","suburb","Louisville, Eggleston, Saint George Parish, 00109-800, Dominica","Louisville,Eggleston,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Eggleston","None","Louisville","None"
"BLDG22448","15.29636991","-61.3539204","Highly Damaged","Damaged Buildings","nan","15.3080491,-61.3661528,suburb","suburb","Louisville, Eggleston, Saint George Parish, 00109-800, Dominica","Louisville,Eggleston,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Eggleston","None","Louisville","None"
"BLDG22449","15.296955300000002","-61.3538567","Moderately Damaged","Damaged Buildings","nan","15.2974227,-61.3568522,village","village","Newtown, Eggleston, Saint George Parish, 00109-800, Dominica","Newtown,Eggleston,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Eggleston","None","Newtown","None"
"BLDG22450","15.29692443","-61.3535613","Moderately Damaged","Damaged Buildings","nan","15.2974227,-61.3568522,village","village","Newtown, Eggleston, Saint George Parish, 00109-800, Dominica","Newtown,Eggleston,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Eggleston","None","Newtown","None"
"BLDG22451","15.29673977","-61.35348884","Moderately Damaged","Damaged Buildings","nan","15.2974227,-61.3568522,village","village","Newtown, Eggleston, Saint George Parish, 00109-800, Dominica","Newtown,Eggleston,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Eggleston","None","Newtown","None"
"BLDG22452","15.29615033","-61.35365111","Moderately Damaged","Damaged Buildings","nan","15.3080491,-61.3661528,suburb","suburb","Louisville, Eggleston, Saint George Parish, 00109-800, Dominica","Louisville,Eggleston,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Eggleston","None","Louisville","None"
"BLDG22453","15.2970679","-61.35453578","Moderately Damaged","Damaged Buildings","nan","15.2974227,-61.3568522,village","village","Newtown, Eggleston, Saint George Parish, 00109-800, Dominica","Newtown,Eggleston,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Eggleston","None","Newtown","None"
"BLDG22454","15.29707036","-61.35422042","Moderately Damaged","Damaged Buildings","nan","15.2974227,-61.3568522,village","village","Newtown, Eggleston, Saint George Parish, 00109-800, Dominica","Newtown,Eggleston,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Eggleston","None","Newtown","None"
"BLDG22455","15.29696661","-61.35441832","Moderately Damaged","Damaged Buildings","nan","15.3080491,-61.3661528,suburb","suburb","Louisville, Eggleston, Saint George Parish, 00109-800, Dominica","Louisville,Eggleston,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Eggleston","None","Louisville","None"
"BLDG22456","15.29727339","-61.35418927","Moderately Damaged","Damaged Buildings","nan","15.3080491,-61.3661528,suburb","suburb","Louisville, Eggleston, Saint George Parish, 00109-800, Dominica","Louisville,Eggleston,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Eggleston","None","Louisville","None"
"BLDG22457","15.29764447","-61.35437853","Highly Damaged","Damaged Buildings","nan","15.2974227,-61.3568522,village","village","Newtown, Eggleston, Saint George Parish, 00109-800, Dominica","Newtown,Eggleston,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Eggleston","None","Newtown","None"
"BLDG22458","15.29762993","-61.35422294","Highly Damaged","Damaged Buildings","nan","15.3080491,-61.3661528,suburb","suburb","Louisville, Eggleston, Saint George Parish, 00109-800, Dominica","Louisville,Eggleston,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Eggleston","None","Louisville","None"
"BLDG22459","15.29792036","-61.35417534","Highly Damaged","Damaged Buildings","nan","15.3080491,-61.3661528,suburb","suburb","Louisville, Eggleston, Saint George Parish, 00109-800, Dominica","Louisville,Eggleston,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Eggleston","None","Louisville","None"
"BLDG22460","15.29745284","-61.35355422","Moderately Damaged","Damaged Buildings","nan","15.3080491,-61.3661528,suburb","suburb","Louisville, Eggleston, Saint George Parish, 00109-800, Dominica","Louisville,Eggleston,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Eggleston","None","Louisville","None"
"BLDG22461","15.29732785","-61.3534665","Moderately Damaged","Damaged Buildings","nan","15.3080491,-61.3661528,suburb","suburb","Louisville, Eggleston, Saint George Parish, 00109-800, Dominica","Louisville,Eggleston,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Eggleston","None","Louisville","None"
"BLDG22462","15.29726433","-61.35315363","Moderately Damaged","Damaged Buildings","nan","15.2974227,-61.3568522,village","village","Newtown, Eggleston, Saint George Parish, 00109-800, Dominica","Newtown,Eggleston,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Eggleston","None","Newtown","None"
"BLDG22463","15.29807693","-61.35413470000001","Highly Damaged","Damaged Buildings","nan","15.3080491,-61.3661528,suburb","suburb","Louisville, Eggleston, Saint George Parish, 00109-800, Dominica","Louisville,Eggleston,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Eggleston","None","Louisville","None"
"BLDG22464","15.29757699","-61.35300731","Highly Damaged","Damaged Buildings","nan","15.3080491,-61.3661528,suburb","suburb","Louisville, Eggleston, Saint George Parish, 00109-800, Dominica","Louisville,Eggleston,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Eggleston","None","Louisville","None"
"BLDG22465","15.29629576","-61.35255219","Highly Damaged","Damaged Buildings","nan","15.2974227,-61.3568522,village","village","Newtown, Eggleston, Saint George Parish, 00109-800, Dominica","Newtown,Eggleston,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Eggleston","None","Newtown","None"
"BLDG22466","15.29696874","-61.35249963","Highly Damaged","Damaged Buildings","nan","15.2974227,-61.3568522,village","village","Newtown, Eggleston, Saint George Parish, 00109-800, Dominica","Newtown,Eggleston,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Eggleston","None","Newtown","None"
"BLDG22467","15.29682103","-61.35218347","Completely Destroyed","Damaged Buildings","nan","15.2974227,-61.3568522,village","village","Newtown, Eggleston, Saint George Parish, 00109-800, Dominica","Newtown,Eggleston,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Eggleston","None","Newtown","None"
"BLDG22468","15.29663324","-61.35188142","Completely Destroyed","Damaged Buildings","nan","15.2974227,-61.3568522,village","village","Newtown, Eggleston, Saint George Parish, 00109-800, Dominica","Newtown,Eggleston,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Eggleston","None","Newtown","None"
"BLDG22469","15.2964302","-61.35158539999999","Completely Destroyed","Damaged Buildings","nan","15.2974227,-61.3568522,village","village","Newtown, Eggleston, Saint George Parish, 00109-800, Dominica","Newtown,Eggleston,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Eggleston","None","Newtown","None"
"BLDG22470","15.29509886","-61.33614633","Highly Damaged","Damaged Buildings","nan","15.3080491,-61.3661528,suburb","suburb","Louisville, Giraudel, Saint George Parish, 00109-800, Dominica","Louisville,Giraudel,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Giraudel","None","Louisville","None"
"BLDG22471","15.29606418","-61.33859857","Highly Damaged","Damaged Buildings","nan","15.3080491,-61.3661528,suburb","suburb","Louisville, Giraudel, Saint George Parish, 00109-800, Dominica","Louisville,Giraudel,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Giraudel","None","Louisville","None"
"BLDG22472","15.29669254","-61.33715919","Completely Destroyed","Damaged Buildings","nan","15.3080491,-61.3661528,suburb","suburb","Louisville, Giraudel, Saint George Parish, 00109-800, Dominica","Louisville,Giraudel,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Giraudel","None","Louisville","None"
"BLDG22473","15.29618011","-61.33450920000001","Completely Destroyed","Damaged Buildings","nan","15.3080491,-61.3661528,suburb","suburb","Louisville, Giraudel, Saint George Parish, 00109-800, Dominica","Louisville,Giraudel,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Giraudel","None","Louisville","None"
"BLDG22474","15.29491454","-61.34932176","Highly Damaged","Damaged Buildings","nan","15.2974227,-61.3568522,village","village","Newtown, Eggleston, Saint George Parish, 00109-800, Dominica","Newtown,Eggleston,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Eggleston","None","Newtown","None"
"BLDG22475","15.29416019","-61.34819934","Highly Damaged","Damaged Buildings","nan","15.2974227,-61.3568522,village","village","Newtown, Eggleston, Saint George Parish, 00109-800, Dominica","Newtown,Eggleston,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Eggleston","None","Newtown","None"
"BLDG22476","15.29429089","-61.34841265","Completely Destroyed","Damaged Buildings","nan","15.2974227,-61.3568522,village","village","Newtown, Eggleston, Saint George Parish, 00109-800, Dominica","Newtown,Eggleston,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Eggleston","None","Newtown","None"
"BLDG22477","15.29417776","-61.34766461","Moderately Damaged","Damaged Buildings","nan","15.3080491,-61.3661528,suburb","suburb","Louisville, Giraudel, Saint George Parish, 00109-800, Dominica","Louisville,Giraudel,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Giraudel","None","Louisville","None"
"BLDG22478","15.30179752","-61.35130333","Moderately Damaged","Damaged Buildings","nan","15.3055701,-61.3480628,path","path","Waitukubuli trail segment 3, Louisville, Morne Prosper, Saint George Parish, 00109-800, Dominica","Waitukubuli trail segment 3,Louisville,Morne Prosper,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Morne Prosper","None","Louisville","Waitukubuli trail segment 3"
"BLDG22479","15.29651285","-61.35048919","Moderately Damaged","Damaged Buildings","nan","15.2974227,-61.3568522,village","village","Newtown, Eggleston, Saint George Parish, 00109-800, Dominica","Newtown,Eggleston,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Eggleston","None","Newtown","None"
"BLDG22480","15.29573031","-61.35219213","Completely Destroyed","Damaged Buildings","nan","15.2974227,-61.3568522,village","village","Newtown, Eggleston, Saint George Parish, 00109-800, Dominica","Newtown,Eggleston,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Eggleston","None","Newtown","None"
"BLDG22481","15.29756367","-61.35558685","Moderately Damaged","Damaged Buildings","nan","15.2974227,-61.3568522,village","village","Newtown, Eggleston, Saint George Parish, 00109-800, Dominica","Newtown,Eggleston,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Eggleston","None","Newtown","None"
"BLDG22482","15.30306426","-61.35446604","Completely Destroyed","Damaged Buildings","nan","15.3080491,-61.3661528,suburb","suburb","Louisville, Eggleston, Saint George Parish, 00109-800, Dominica","Louisville,Eggleston,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Eggleston","None","Louisville","None"
"BLDG22483","15.29852272","-61.35634001","Completely Destroyed","Damaged Buildings","nan","15.3080491,-61.3661528,suburb","suburb","Louisville, Eggleston, Saint George Parish, 00109-800, Dominica","Louisville,Eggleston,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Eggleston","None","Louisville","None"
"BLDG22484","15.29841564","-61.35641168","Completely Destroyed","Damaged Buildings","nan","15.3080491,-61.3661528,suburb","suburb","Louisville, Eggleston, Saint George Parish, 00109-800, Dominica","Louisville,Eggleston,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Eggleston","None","Louisville","None"
"BLDG22485","15.29895324","-61.35798114","Moderately Damaged","Damaged Buildings","nan","15.3080491,-61.3661528,suburb","suburb","Louisville, Eggleston, Saint George Parish, 00109-800, Dominica","Louisville,Eggleston,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Eggleston","None","Louisville","None"
"BLDG22486","15.29798494","-61.3567815","Completely Destroyed","Damaged Buildings","nan","15.2974227,-61.3568522,village","village","Newtown, Eggleston, Saint George Parish, 00109-800, Dominica","Newtown,Eggleston,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Eggleston","None","Newtown","None"
"BLDG22487","15.29776635","-61.35632128","Completely Destroyed","Damaged Buildings","nan","15.2974227,-61.3568522,village","village","Newtown, Eggleston, Saint George Parish, 00109-800, Dominica","Newtown,Eggleston,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Eggleston","None","Newtown","None"
"BLDG22488","15.2977949","-61.35695236","Moderately Damaged","Damaged Buildings","nan","15.2974227,-61.3568522,village","village","Newtown, Eggleston, Saint George Parish, 00109-800, Dominica","Newtown,Eggleston,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Eggleston","None","Newtown","None"
"BLDG22489","15.29786457","-61.35667158","Moderately Damaged","Damaged Buildings","nan","15.2974227,-61.3568522,village","village","Newtown, Eggleston, Saint George Parish, 00109-800, Dominica","Newtown,Eggleston,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Eggleston","None","Newtown","None"
"BLDG22490","15.29810547","-61.35691299","Moderately Damaged","Damaged Buildings","nan","15.3080491,-61.3661528,suburb","suburb","Louisville, Eggleston, Saint George Parish, 00109-800, Dominica","Louisville,Eggleston,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Eggleston","None","Louisville","None"
"BLDG22491","15.29792016","-61.35691443","Moderately Damaged","Damaged Buildings","nan","15.2974227,-61.3568522,village","village","Newtown, Eggleston, Saint George Parish, 00109-800, Dominica","Newtown,Eggleston,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Eggleston","None","Newtown","None"
"BLDG22492","15.29791192","-61.35701304","Moderately Damaged","Damaged Buildings","nan","15.3080491,-61.3661528,suburb","suburb","Louisville, Eggleston, Saint George Parish, 00109-800, Dominica","Louisville,Eggleston,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Eggleston","None","Louisville","None"
"BLDG22493","15.29751916","-61.35847889","Completely Destroyed","Damaged Buildings","nan","15.2974227,-61.3568522,village","village","Newtown, Eggleston, Saint George Parish, 00109-800, Dominica","Newtown,Eggleston,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Eggleston","None","Newtown","None"
"BLDG22494","15.297614300000001","-61.3584104","Moderately Damaged","Damaged Buildings","nan","15.2974227,-61.3568522,village","village","Newtown, Eggleston, Saint George Parish, 00109-800, Dominica","Newtown,Eggleston,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Eggleston","None","Newtown","None"
"BLDG22495","15.29769659","-61.35862532","Moderately Damaged","Damaged Buildings","nan","15.2974227,-61.3568522,village","village","Newtown, Eggleston, Saint George Parish, 00109-800, Dominica","Newtown,Eggleston,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Eggleston","None","Newtown","None"
"BLDG22496","15.29742716","-61.35856891","Moderately Damaged","Damaged Buildings","nan","15.2974227,-61.3568522,village","village","Newtown, Eggleston, Saint George Parish, 00109-800, Dominica","Newtown,Eggleston,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Eggleston","None","Newtown","None"
"BLDG22497","15.29757092","-61.35860782","Highly Damaged","Damaged Buildings","nan","15.2974227,-61.3568522,village","village","Newtown, Eggleston, Saint George Parish, 00109-800, Dominica","Newtown,Eggleston,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Eggleston","None","Newtown","None"
"BLDG22498","15.29758999","-61.35794865","Highly Damaged","Damaged Buildings","nan","15.2974227,-61.3568522,village","village","Newtown, Eggleston, Saint George Parish, 00109-800, Dominica","Newtown,Eggleston,Saint George Parish,Dominica","[object BSON]","Dominica","Saint George Parish","Eggleston","None","Newtown","None"
