bldg_id,lat,lng,bldg_address,bldg_name,submarket,zip_code,floor_area,bldg_class,nstory,constr_year
B1115,47.606099,-122.33378,1001 4th Ave,Safeco Plaza,Seattle CBD,98154,"793,679",A,50,1969
B1116,47.605753,-122.330402,800 5th Ave,800 Fifth,Seattle CBD,98104,"934,115",A,42,1981
B1117,47.61085,-122.336674,1514-1520 4th Ave,Westlake Place,Seattle CBD,98101,"30,520",B,6,1907
B1118,47.605251,-122.336211,1012 1st Ave,The Standard Building,Seattle CBD,98104,"31,407",B,5,1900
B1119,47.609952,-122.339976,117-119 Pine St,AE Doyle Building,Seattle CBD,98101,"34,000",B,4,1919
B1120,47.609625,-122.33567,1406-1408 4th Ave,1406-1408 Fourth,Seattle CBD,98101,"35,840",B,5,1907
B1121,47.604234,-122.333197,801 3rd Ave,Seattle Metropolitan Credit Union Building,Seattle CBD,98104,"36,131",B,3,1907
B1122,47.60219,-122.332058,520-528 2nd Ave,Collins Building,Seattle CBD,98104,"38,200",B,5,1900
B1123,47.602273,-122.332168,528 2nd Ave,Collins Bldg,Seattle CBD,98104,"38,200",B,5,1889
B1124,47.616267,-122.33032,1100 Olive Way,Seattle Children's Olive Lab Building,Seattle CBD,98101,"38,346",B,2,1946
B1125,47.610423,-122.338061,1525 4th Ave,Gibraltar Tower,Seattle CBD,98101,"39,940",B,8,1918
B1126,47.609587,-122.336668,1417 4th Ave,MiKen Building,Seattle CBD,98101,"46,859",B,8,1908
B1127,47.609979,-122.338992,1516-1520 2nd Ave,The Chromer Building,Seattle CBD,98101,"50,680",B,4,1906
B1128,47.603785,-122.33361,205 Columbia St,Columbia Building,Seattle CBD,98104,"51,338",B,3,1926
B1129,47.603805,-122.332777,215 Columbia St,First American Title Building,Seattle CBD,98104,"52,271",B,5,1924
B1130,47.610702,-122.336503,1500-1506 4th Ave,Seaboard Building,Seattle CBD,98101,"58,180",B,10,1909
B1131,47.612538,-122.338052,414 Olive Way,Times Square Building,Seattle CBD,98101,"61,533",B,6,1916
B1132,47.602711,-122.333316,615-619 2nd Ave,Broderick Building,Seattle CBD,98104,"70,188",B,7,1889
B1133,47.6096,-122.337196,301 Pike St,Ross Building,Seattle CBD,98101,"73,336",B,3,1930
B1134,47.60581,-122.336618,1101 2nd Ave,1101 Second,Seattle CBD,98101,"74,712",B,8,1967
B1135,47.608185,-122.338966,110 Union St,Harold Poll Building,Seattle CBD,98101,"79,920",B,5,1910
B1136,47.6098,-122.335934,1414 4th Ave,1414 4th Avenue Building,Seattle CBD,98101,"80,000",B,19,1996
B1137,47.609856,-122.336823,1425 4th Ave,Joshua Green Building,Seattle CBD,98101,"86,015",B,10,1909
B1138,47.610879,-122.336058,1505 5th Ave,1505 Fifth,Seattle CBD,98101,"87,882",B,6,1926
B1139,47.610369,-122.338879,217 Pine St,Olympic Tower,Seattle CBD,98101,"88,957",B,12,1931
B1140,47.603024,-122.333649,705 2nd Ave,Hoge Building,Seattle CBD,98104,"97,249",B,17,1911
B1141,47.611572,-122.335304,1511 6th Ave,Decatur Building,Seattle CBD,98101,"99,688",B,4,1921
B1142,47.609188,-122.336815,1402 3rd Ave,Joseph Vance Building,Seattle CBD,98101,"112,686",B,14,1929
B1143,47.610123,-122.336143,1424 4th Ave,Fourth And Pike,Seattle CBD,98101,"116,220",B,10,1926
B1144,47.60927,-122.336323,1411 4th Ave,1411 Fourth,Seattle CBD,98101,"123,430",B,15,1928
B1145,47.609773,-122.334536,500 Union St,Logan Building,Seattle CBD,98101,"128,998",B,10,1959
B1146,47.609825,-122.338341,1511 3rd Ave,Melbourne Tower,Seattle CBD,98101,"130,893",B,10,1928
B1147,47.606159,-122.335567,1100 2nd Ave,Second & Spring,Seattle CBD,98101,"136,000",B,5,1906
B1148,47.607407,-122.33519,1200 3rd Ave,,Seattle CBD,98101,"150,055",B,13,1921
B1149,47.613707,-122.335746,1809 7th Ave,Tower Building,Seattle CBD,98101,"153,672",B,17,1930
B1150,47.607644,-122.335524,1218 3rd Ave,Seattle Tower,Seattle CBD,98101,"169,883",B,27,1928
B1151,47.604636,-122.332766,810 3rd Ave,Central Building,Seattle CBD,98104,"191,784",B,8,1907
B1152,47.604143,-122.332262,720 3rd Ave,Pacific Building,Seattle CBD,98104,"200,000",B,23,1971
B1153,47.60954,-122.334206,1326 5th Ave,Skinner Building,Seattle CBD,98101,"221,264",B,8,1926
B1154,47.607348,-122.337907,1300 1st Ave,Seattle Art Museum (Office),Seattle CBD,98101,"243,500",B,6,2005
B1155,47.612763,-122.337122,509 Olive Way,Medical Dental Bldg,Seattle CBD,98101,"297,234",B,18,1925
B1156,47.603482,-122.332912,710 2nd Ave,Dexter Horton Building,Seattle CBD,98104,"335,005",B,15,1922
B1157,47.604568,-122.335365,915 2nd Ave,Henry M Jackson Bldg,Seattle CBD,98174,"600,000",B,34,1973
B1158,47.604147,-122.334139,820 2nd Ave,Marion Building,Seattle CBD,98104,"31,386",C,2,1906
B1159,47.605507,-122.336338,107 Spring St,Holyoke Building,Seattle CBD,98104,"33,880",C,5,1889
B1160,47.609406,-122.339348,1501 2nd Ave,Eitel Building,Seattle CBD,98101,"35,003",C,7,1904
B1161,47.610209,-122.338531,1519-1521 3rd Ave,Fischer Studio Building,Seattle CBD,98101,"51,880",C,8,1913
B1162,47.613703,-122.336814,603 Stewart St,Lloyd Bldg,Seattle CBD,98101,"63,409",C,10,1929
B1163,47.602224,-122.33352,600 1st Ave,Pioneer Bldg,Seattle CBD,98104,"72,000",C,6,1892
B1164,47.601921,-122.328133,400 Yesler Way,,Seattle CBD,98104,"114,395",C,7,1909
B1165,47.603111,-122.329399,500 4th Ave,Administration building,Seattle CBD,98104,"163,021",C,7,1971
B1166,47.616649,-122.332612,1099 Stewart St,Hill7,Seattle CBD,98101,"285,680",Trophy,11,2015
B1167,47.605536,-122.331187,801 5th Ave,F5 Tower,Seattle CBD,98104,"515,518",Trophy,48,2017
B1168,47.604234,-122.333197,801 3rd Ave,The Net,Seattle CBD,98104,"675,000",Trophy,29,
B1169,47.606619,-122.336748,1201 2nd Ave,2&U,Seattle CBD,98101,"685,000",Trophy,38,2019
B1170,47.609366,-122.334951,1301-1333 5th Ave,Rainier Square Development,Seattle CBD,98101,"722,416",Trophy,37,2020
B1171,47.606304,-122.331089,505 Madison St,Madison Centre,Seattle CBD,98104,"764,000",Trophy,37,2017
B1172,47.605654,-122.332552,925 4th Ave,The Tower at Fourth & Madison,Seattle CBD,98104,"845,533",Trophy,40,2002
B1173,47.607746,-122.337944,1301 2nd Ave,Russell Investments Center,Seattle CBD,98101,"886,000",Trophy,42,2006
B1174,47.610636,-122.334828,1420 5th Ave,U.S. Bank Centre,Seattle CBD,98101,"943,575",Trophy,44,1989
B1175,47.441364,-122.295126,18000 International Blvd,South Tower,Seatac/Burien,98188,"209,904",A,12,1975
B1176,47.441943,-122.295053,17930 International Blvd,North Tower,Seatac/Burien,98188,"217,688",A,12,1980
B1177,47.428555,-122.296333,19415 International Blvd,Airport Plaza Building,Seatac/Burien,98188,"31,032",B,4,1971
B1178,47.387995,-122.29695,23835 Pacific Hwy S,Outreach Center,Seatac/Burien,98032,"32,812",B,2,2005
B1179,47.467278,-122.344902,15111 8th Ave SW,Burien Pacific Professional,Seatac/Burien,98166,"34,979",B,3,1962
B1180,47.457501,-122.341685,16069 Sylvester Rd SW,,Seatac/Burien,98166,"38,388",B,3,2005
B1181,47.42741,-122.296608,19521 International Blvd,Horizon Air Headquarters,Seatac/Burien,98188,"46,063",B,2,1984
B1182,47.414589,-122.298393,20833 International Blvd,Alaska Airlines Gold Coast Center,Seatac/Burien,98198,"52,745",B,3,1993
B1183,47.456807,-122.343687,16259 Sylvester Rd SW,Three Tree Medical Arts Bldg,Seatac/Burien,98166,"60,161",B,5,1992
B1184,47.431915,-122.299171,2651 S 192nd St,Alaska Air. Training,Seatac/Burien,98188,"63,771",B,1,1986
B1185,47.516235,-122.353439,9650 15th Ave SW,White Center Building,Seatac/Burien,98106,"65,064",B,2,2005
B1186,47.419582,-122.298782,20313 28th Ave S,McGee Building,Seatac/Burien,98198,"71,500",B,3,1981
B1187,47.429337,-122.293777,19300 International Blvd,Alaska Airline Headquarters,Seatac/Burien,98188,"74,526",B,2,1976
B1188,47.433622,-122.272915,4800 S 188th St,SeaTac City Hall,Seatac/Burien,98188,"105,000",B,3,1978
B1189,47.442562,-122.294623,17900 International Blvd,SeaTac Office Center III,Seatac/Burien,98188,"113,918",B,4,1974
B1190,47.409656,-122.30524,2200 S 216th St,FAA/GSA Building,Seatac/Burien,98198,"281,805",B,5,2018
B1191,47.917646,-122.278763,3003 W Casino Rd,Boeing Everett Delivery Center,S Everett/Harbor Point,98204,"180,000",A,3,2013
B1192,47.914927,-122.271631,9819 Airport Rd,BOMARC Business Park - Bldg 45-80,S Everett/Harbor Point,98204,"264,515",A,3,1993
B1193,47.921295,-122.263283,2121 W Casino Rd,WSIPC Bldg,S Everett/Harbor Point,98204,"31,841",B,2,1980
B1194,47.887314,-122.284325,12138 Mukilteo Speedway,,S Everett/Harbor Point,98275,"32,475",B,3,2005
B1195,47.929099,-122.258525,1802 75th St SW,Snohomish County PUD No.1 Operation Ctr,S Everett/Harbor Point,98203,"32,645",B,3,1980
B1196,47.888855,-122.294096,12121 Harbour Reach Dr,North Campus A,S Everett/Harbor Point,98275,"33,387",B,2,2001
B1197,47.908813,-122.218346,1010 SE Everett Mall Way,Everett Mall Office I,S Everett/Harbor Point,98208,"51,991",B,2,1980
B1198,47.876316,-122.245087,808 134th St SW,Quadrant I-5 Corporate B,S Everett/Harbor Point,98204,"68,575",B,2,1999
B1199,47.881408,-122.207878,12800 Bothell Everett Hwy,Providence Mill Creek Campus,S Everett/Harbor Point,98208,"69,285",B,2,1995
B1200,47.941848,-122.283583,6400 36th Ave W,,S Everett/Harbor Point,98203,"71,546",B,1,1992
B1201,47.909412,-122.219429,1000 SE Everett Mall Way,Everett Mall Office Park II,S Everett/Harbor Point,98208,"71,994",B,4,1986
B1202,47.876106,-122.243408,728 134th St SW,Quadrant I-5 Corporate A,S Everett/Harbor Point,98204,"74,974",B,2,1998
B1203,47.904644,-122.238197,332 SW Everett Mall Way,Union Bank Admin Bldg,S Everett/Harbor Point,98204,"89,672",B,4,1993
B1204,47.9086,-122.265663,9901 24th Pl W,9901 24th,S Everett/Harbor Point,98204,"93,532",B,2,2006
B1205,47.90929,-122.220322,906 SE Everett Mall Way,Everett Mall Office Park III,S Everett/Harbor Point,98208,"115,736",B,6,1988
B1206,47.897032,-122.321938,6500 Harbour Heights Pkwy,Harbour Pointe Tech Center,S Everett/Harbor Point,98275,"330,000",B,4,1986
B1207,47.928764,-122.222923,7600 Evergreen Way,Puget Square,S Everett/Harbor Point,98203,"30,384",C,1,1980
B1208,47.911914,-122.217384,1121 SE Everett Mall Way,GTE Data Services,S Everett/Harbor Point,98208,"35,000",C,2,1969
B1209,47.884477,-122.232897,12425 Meridian Ave S,,S Everett/Harbor Point,98204,"39,462",C,1,1973
B1210,47.10467296,-122.3574827,16611 Canyon Rd E,Fredrickson Plaza - Bldg 3,Spanaway,98375,38000,B,2,
B1211,47.105838,-122.292244,16193-16515 Meridian E,Meridian Professional,Spanaway,98375,"30,173",B,2,1992
B1212,47.155251,-122.286584,3801 5th St SE,,Spanaway,98374,"31,614",B,2,2004
B1213,47.13256,-122.291296,13613 Meridian E,,Spanaway,98373,"62,500",B,2,2008
B1214,47.55717017,-122.3342442,5001 1st Ave S,Hudson & First,S Seattle,98134,400000,A,1,
B1215,47.55143559,-122.3269612,5701 6th Ave S,Atrium Bldg,S Seattle,98108,136225,C,2,1973
B1216,47.573248,-122.346001,910 SW Spokane St,Harley and Lela Franco Maritime Center,S Seattle,98134,"48,000",A,2,2013
B1217,47.567848,-122.364372,4025 Delridge Way SW,West Seattle Corporate Center,S Seattle,98106,"120,755",A,5,1990
B1218,47.590182,-122.334266,1501 1st Ave S,Home Plate Center North,S Seattle,98134,"157,816",A,6,2012
B1219,47.589093,-122.335802,1531 Utah Ave S,Stadium Innovation Center,S Seattle,98134,"173,758",A,6,2010
B1220,47.588877,-122.334679,1521 1st Ave S,Home Plate Center South,S Seattle,98134,"189,602",A,7,2013
B1221,47.559034,-122.341399,4645 E Marginal Way S,Federal Center South,S Seattle,98134,"208,000",A,3,2012
B1222,47.547143,-122.328884,6100 4th Ave S,Benaroya 6100,S Seattle,98108,"227,530",A,5,1975
B1223,47.592781,-122.317197,1200 12th Ave S,Pacific Tower at 1200 12th,S Seattle,98144,"304,047",A,16,1932
B1224,47.547318,-122.387642,6041 California Ave SW,6041 California,S Seattle,98136,"32,287",B,4,1991
B1225,47.585944,-122.303404,1900 Rainier Ave S,Rotary Support Center for Families,S Seattle,98144,"33,506",B,3,2009
B1226,47.572735,-122.37043,3400 Harbor Ave SW,ActivSpace at West Seattle,S Seattle,98106,"35,176",B,5,2004
B1227,47.556729,-122.333241,5030 1st Ave S,5030 First,S Seattle,98134,"39,646",B,3,2000
B1228,47.55794,-122.331233,210 S Hudson St,Innovation Center,S Seattle,98134,"40,000",B,3,2010
B1229,47.572712,-122.386398,3400 California Ave SW,3400 California SW,S Seattle,98116,"40,304",B,3,1984
B1230,47.58889,-122.328303,1550 4th Ave S,1550 Building,S Seattle,98134,"47,368",B,2,1974
B1231,47.556145,-122.333298,5050 1st Ave S,5050 Building,S Seattle,98134,"50,008",B,1,1938
B1232,47.567028,-122.364021,4045 Delridge Way SW,Delridge Building,S Seattle,98106,"51,802",B,3,1960
B1233,47.523936,-122.318488,1040 S Henderson St,1040 South Henderson,S Seattle,98108,"54,170",B,2,1994
B1234,47.589609,-122.333726,1518 1st Ave S,Taylor Edwards Building,S Seattle,98134,"57,148",B,6,1918
B1235,47.587054,-122.334682,1741 1st Ave S,Star Building,S Seattle,98134,"57,416",B,4,1921
B1236,47.588536,-122.34112,1519 Alaskan Way S,U.S. Coast Guard Shore Operations,S Seattle,98134,"58,000",B,4,2006
B1237,47.593124,-122.309021,1130 Rainier Ave S,1130 Rainier,S Seattle,98144,"62,200",B,2,1914
B1238,47.591736,-122.335007,1201 1st Ave S,1201 Building,S Seattle,98134,"63,360",B,3,1920
B1239,47.597283,-122.315866,1225 S Weller St,Weller Building,S Seattle,98144,"74,832",B,5,2001
B1240,47.570956,-122.297071,3639 Martin Luther King Jr Way S,ACRS Headquarters,S Seattle,98108,"82,000",B,2,2008
B1241,47.540681,-122.337973,200 SW Michigan St,Seattle Mart,S Seattle,98106,"82,218",B,3,1929
B1242,47.583457,-122.322844,2203 Airport Way S,Park 90/5 - Bldg F,S Seattle,98134,"100,000",B,4,1985
B1243,47.583607,-122.333734,2200 1st Ave S,2200 First,S Seattle,98134,"102,462",B,4,1909
B1244,47.559739,-122.385295,4700-4754 42nd Ave SW,4700-4754 42nd,S Seattle,98116,"146,019",B,6,1987
B1245,47.552125,-122.326294,5601 6th Ave S,Georgetown Squared,S Seattle,98108,"280,563",B,5,1982
B1246,47.58407,-122.301334,2100 24th Ave S,,S Seattle,98144,"39,202",C,3,2003
B1247,47.54689,-122.287186,3600 S Graham St,Dept. Social Health Services,S Seattle,98118,"41,262",C,2,1982
B1248,47.587555,-122.321037,1700 Airport Way S,,S Seattle,98134,"50,315",C,2,1914
B1249,47.513044,-122.290401,3301 S Norfolk St,Administrative Offices,S Seattle,98118,"71,065",C,2,1952
B1250,47.560176,-122.383774,4744 41st Ave SW,City Watch Apartments,S Seattle,98116,"91,749",C,5,1991
B1251,47.864254,-121.991818,14692 179th Ave SE,Monroe Medical Center,S Snohomish County,98272,"31,151",B,1,1981
B1252,47.869907,-122.010456,14090 Fryelands Blvd SE,Lake Tye Bldg,S Snohomish County,98272,"45,504",B,3,2005
B1253,47.862876,-121.990084,14841 179th Ave SE,Sky River Medical Center,S Snohomish County,98272,"48,803",B,3,2005
B1254,47.851684,-121.988634,1355 W Main St,,S Snohomish County,98272,"46,617",C,1,2006
B1255,47.62249509,-122.1750991,1229 124th Ave NE,The Spring District - Block 24,Suburban Bellevue,98005,166614,A,9,2017
B1256,47.620665,-122.179563,NE 12th St & 120th Ave NE,Pine Forest Phase II,Suburban Bellevue,98005,207200,A,8,
B1257,47.620665,-122.179563,NE 12th St & 120th Ave NE,Pine Forest Phase III,Suburban Bellevue,98005,252000,A,9,
B1258,47.62641544,-122.1857048,1835 116th Ave NE,116th Medical Development,Suburban Bellevue,98004,35100,B,3,
B1259,47.61610458,-122.1371809,152nd Ave NE,Esterra Park - One,Suburban Bellevue,98007,172000,B,6,2015
B1260,47.603845,-122.131094,655 156th Ave SE,Lake Hills Village A,Suburban Bellevue,98007,"44,000",A,3,2010
B1261,47.621629,-122.17652,1231 124th Ave NE,UW Global Innovation Exchange Building,Suburban Bellevue,98005,"100,000",A,3,2017
B1262,47.621196,-122.186081,1231 116th Ave NE,Overlake Medical Pavilion,Suburban Bellevue,98004,"190,000",A,9,2011
B1263,47.621113,-122.175803,1227 124th Ave NE,The Spring District - Block 16,Suburban Bellevue,98005,"311,233",A,11,2020
B1264,47.622357,-122.190005,1200 112th Ave NE,Commons B,Suburban Bellevue,98004,"30,841",B,2,1972
B1265,47.595753,-122.192967,1715 114th Ave SE,Woodridge Building,Suburban Bellevue,98004,"30,909",B,2,1974
B1266,47.597918,-122.188439,1500 114th Ave SE,K2,Suburban Bellevue,98004,"31,062",B,2,1974
B1267,47.619873,-122.182919,9 Lake Bellevue Dr,Nine Lake Bellevue,Suburban Bellevue,98005,"31,200",B,2,1982
B1268,47.606491,-122.186012,335 116th Ave SE,Master Builders Association,Suburban Bellevue,98004,"31,265",B,4,1983
B1269,47.622981,-122.18773,1417 116th Ave NE,Washington Park West,Suburban Bellevue,98004,"32,064",B,2,1979
B1270,47.622452,-122.159729,13555 NE Bel Red Rd,Avidex Building,Suburban Bellevue,98005,"32,333",B,2,1978
B1271,47.598342,-122.188187,1450 114th Ave SE,Conifer Building,Suburban Bellevue,98004,"33,087",B,2,1975
B1272,47.62736,-122.13728,1951 152nd Pl NE,Five Corners,Suburban Bellevue,98007,"33,362",B,2,2008
B1273,47.621267,-122.166906,13033 Bel Red Rd,Bel-Red Professional Center,Suburban Bellevue,98005,"33,798",B,2,2006
B1274,47.596959,-122.189794,1621 114th Ave SE,Arbor Building,Suburban Bellevue,98004,"33,966",B,2,1974
B1275,47.627216,-122.159721,13431 NE 20th St,Columbia Plaza C,Suburban Bellevue,98005,"34,066",B,2,2000
B1276,47.630686,-122.127883,2333 158th Ct NE,Bellevue Technology Center A,Suburban Bellevue,98008,"34,324",B,1,1973
B1277,47.602319,-122.185594,11711 SE 8th St,Bellevue Gateway 405,Suburban Bellevue,98005,"34,703",B,3,1985
B1278,47.628864,-122.18203,2035 120th Ave NE,2035 120th,Suburban Bellevue,98005,"35,000",B,2,1996
B1279,47.619206,-122.182345,15 Lake Bellevue Dr,15 Lake Bellevue,Suburban Bellevue,98005,"35,200",B,2,1999
B1280,47.610491,-122.207423,1 100th Ave NE,Tantallon Building,Suburban Bellevue,98004,"35,466",B,3,2001
B1281,47.607681,-122.183548,325 118th Ave SE,Belle-View South,Suburban Bellevue,98005,"37,011",B,3,1984
B1282,47.599441,-122.187409,1300 114th Ave SE,Madrona Building,Suburban Bellevue,98004,"37,069",B,2,1983
B1283,47.596331,-122.190088,1687 114th Ave SE,Maplewood,Suburban Bellevue,98004,"37,223",B,2,1997
B1284,47.605873,-122.18763,405 114th Ave SE,Cordova Building,Suburban Bellevue,98004,"37,368",B,3,1982
B1285,47.627235,-122.190025,1800 112th Ave NE,Park Heights,Suburban Bellevue,98004,"37,417",B,3,1981
B1286,47.623176,-122.186143,1407 116th Ave NE,Washington Park East,Suburban Bellevue,98004,"37,790",B,2,1978
B1287,47.609183,-122.175863,12241 Main St,,Suburban Bellevue,98005,"38,477",B,2,2009
B1288,47.614865,-122.185697,515 116th Ave NE,Lincoln Center Office 515,Suburban Bellevue,98004,"40,006",B,2,1975
B1289,47.628104,-122.132296,2018 156th Ave NE,Bellevue Technology Center F,Suburban Bellevue,98007,"40,788",B,3,2000
B1290,47.610622,-122.178329,12111 NE 1st St,Eastridge Corporate Ctr - Bldg D,Suburban Bellevue,98005,"40,874",B,3,1984
B1291,47.610558,-122.181747,11811 NE 1st St,Eastridge Corporate Center A,Suburban Bellevue,98005,"41,534",B,3,1982
B1292,47.617306,-122.133011,805 156th Ave NE,,Suburban Bellevue,98007,"43,000",B,1,1966
B1293,47.610546,-122.179413,12011 NE 1st St,Eastridge Corporate Center C,Suburban Bellevue,98005,"44,670",B,3,1984
B1294,47.628883,-122.129761,2002 156th Ave NE,Bellevue Technology Center H,Suburban Bellevue,98007,"45,000",B,3,2000
B1295,47.629235,-122.13089,2010 156th Ave NE,Bellevue Technology Center G,Suburban Bellevue,98007,"45,000",B,3,2000
B1296,47.632702,-122.129593,2035 158th Ct NE,Bellevue Technology Center D2,Suburban Bellevue,98008,"45,394",B,3,2000
B1297,47.620579,-122.168312,12835 Bel Red Rd,Executive Plaza,Suburban Bellevue,98005,"45,668",B,1,1975
B1298,47.604197,-122.189402,11225 SE 6th St,Lincoln Plaza C,Suburban Bellevue,98004,"49,238",B,2,1988
B1299,47.603107,-122.189362,11245 SE 6th St,Lincoln Plaza B,Suburban Bellevue,98004,"49,602",B,2,1988
B1300,47.603562,-122.190042,11235 SE 6th St,Lincoln Plaza A,Suburban Bellevue,98004,"49,660",B,2,1988
B1301,47.623966,-122.160645,13427 NE 16th St,Heritage Corporate Center,Suburban Bellevue,98005,"52,376",B,2,2000
B1302,47.605034,-122.187294,11400 SE 6th St,Brookside Office Center,Suburban Bellevue,98004,"53,613",B,3,1981
B1303,47.619287,-122.180926,40 Lake Bellevue Dr,40 Lake Bellevue,Suburban Bellevue,98005,"54,000",B,3,1988
B1304,47.612004,-122.179703,150 120th Ave NE,Ridgewood Corporate Square F,Suburban Bellevue,98005,"54,517",B,4,1990
B1305,47.611447,-122.18274,11900 NE 1st St,Ridgewood Corporate Square G,Suburban Bellevue,98005,"57,000",B,3,1990
B1306,47.610645,-122.180641,11911 NE 1st St,Eastridge Corporate Center B,Suburban Bellevue,98005,"57,550",B,3,1982
B1307,47.600849,-122.189362,11201 SE 8th St,Gateway 112,Suburban Bellevue,98004,"57,551",B,2,1979
B1308,47.622357,-122.190005,1200 112th Ave NE,The Commons Bldg B,Suburban Bellevue,98004,"63,457",B,3,1972
B1309,47.629019,-122.131659,15800 Northup Way,Bellevue Tech E,Suburban Bellevue,98007,"63,702",B,2,1980
B1310,47.600964,-122.184761,915 118th Ave SE,Gateway II - fka Swift Gateway,Suburban Bellevue,98005,"64,373",B,3,1988
B1311,47.595978,-122.189316,1800 114th Ave SE,Aspenwood Building,Suburban Bellevue,98004,"67,500",B,3,1997
B1312,47.607605,-122.186394,301 116th Ave SE,I-405 Corporate Center,Suburban Bellevue,98004,"68,131",B,5,1979
B1313,47.621421,-122.187789,1037 116th Ave NE,Overlake Hospital,Suburban Bellevue,98004,"68,769",B,6,1987
B1314,47.594669,-122.189659,1756 114th Ave SE,Edifecs Building,Suburban Bellevue,98004,"70,398",B,3,1983
B1315,47.594707,-122.192062,1745 114th Ave SE,Mercer Pointe at Bellefield,Suburban Bellevue,98004,"71,329",B,2,1983
B1316,47.602226,-122.188507,11400 SE 8th St,Gateway One,Suburban Bellevue,98004,"110,250",B,4,1986
B1317,47.625717,-122.190056,1750 112th Ave NE,Hidden Valley Office Park,Suburban Bellevue,98004,"119,098",B,2,1978
B1318,47.621368,-122.186882,1135 116th Ave NE,Overlake Medical Tower,Suburban Bellevue,98004,"197,967",B,6,2000
B1319,47.621395,-122.18792,1035 116th Ave NE,Overlake Hospital Medical Center,Suburban Bellevue,98004,"393,428",B,5,1960
B1320,47.616424,-122.129152,15821 NE 8th St,West Bldg,Suburban Bellevue,98008,"42,834",C,2,1979
B1321,47.620429,-122.1756,1121 124th Ave NE,Bellevue Distribution Center - Bldg 6,Suburban Bellevue,98005,"42,966",C,3,1959
B1322,47.624756,-122.174255,1750 124th Ave NE,124th Plaza,Suburban Bellevue,98005,"52,036",C,1,1982
B1323,47.24086208,-122.4366349,2250 Commerce St,Brewery Blocks,Tacoma CBD,98402,75000,A,4,2020
B1324,47.248785,-122.4420435,Fawcett Ave @ 15th St,Mid Town Tacoma,Tacoma CBD,98402,143295,A,1,
B1325,47.2469153,-122.4491655,1600 S J St,Olympus Medical Center,Tacoma CBD,98405,73000,B,3,
B1326,47.250769,-122.451813,1202 Martin Luther King Jr Way,Hilltop Regional Health Center,Tacoma CBD,98405,"57,350",A,3,2013
B1327,47.251829,-122.438558,1250 Pacific Ave,Pacific Plaza,Tacoma CBD,98402,"99,937",A,8,2009
B1328,47.246325,-122.44929,1608 S J St,Franciscan Medical Building,Tacoma CBD,98405,"120,000",A,5,2013
B1329,47.251361,-122.435958,1301 A St,Columbia Bank Center,Tacoma CBD,98402,"172,000",A,9,2001
B1330,47.25539,-122.437543,909 A St,The Russell Bldg,Tacoma CBD,98402,"224,406",A,12,1988
B1331,47.251659,-122.439384,1145 Broadway,Tacoma Financial Center,Tacoma CBD,98402,"234,264",A,17,1984
B1332,47.252087,-122.437538,1201 Pacific Ave,Wells Fargo Plaza,Tacoma CBD,98402,"348,000",A,22,1970
B1333,47.252989,-122.436668,1113-1115 A St,Watermark Bldg,Tacoma CBD,98402,"30,000",B,2,1923
B1334,47.2531,-122.44399,955 Tacoma Ave S,,Tacoma CBD,98402,"30,000",B,3,1968
B1335,47.254117,-122.443613,920 Fawcett Ave,Vincent Gadbow Bldg,Tacoma CBD,98402,"31,720",B,3,1980
B1336,47.251908,-122.440094,1142 Broadway,On Broadway Bldg,Tacoma CBD,98402,"32,000",B,4,1984
B1337,47.250578,-122.442902,1304-1310 Fawcett Ave,Former Ford Bldg,Tacoma CBD,98402,"32,400",B,3,1919
B1338,47.252441,-122.438828,1126 Pacific Ave,Pacific First Federal Bldg,Tacoma CBD,98402,"33,495",B,7,1980
B1339,47.253098,-122.439705,1102 Commerce St,,Tacoma CBD,98402,"34,110",B,6,1980
B1340,47.257332,-122.441181,708 Broadway,The Passages Bldg,Tacoma CBD,98402,"36,000",B,4,1889
B1341,47.257287,-122.445047,621 Tacoma Ave S,First Tower,Tacoma CBD,98402,"36,169",B,5,1960
B1342,47.245032,-122.446709,1802 Yakima Ave,,Tacoma CBD,98405,"37,911",B,3,1990
B1343,47.245544,-122.446962,1708 Yakima Ave,,Tacoma CBD,98405,"39,126",B,3,1991
B1344,47.246169,-122.447838,1624 S I St,,Tacoma CBD,98405,"40,320",B,4,1977
B1345,47.247339,-122.438512,1551 Broadway,Carlton Center Bldg,Tacoma CBD,98402,"42,804",B,6,1950
B1346,47.254296,-122.438345,1001 Pacific Ave,Pacific Building,Tacoma CBD,98402,"43,228",B,4,1941
B1347,47.260548,-122.438812,535 Dock St,The Dock,Tacoma CBD,98402,"43,627",B,2,1985
B1348,47.254877,-122.440941,302 S 9th St,Ninth and Broadway,Tacoma CBD,98402,"43,712",B,3,1920
B1349,47.249447,-122.438826,1331 Broadway,Sound Credit Union Building,Tacoma CBD,98402,"44,000",B,4,1979
B1350,47.256648,-122.453444,1112 6th Ave,Tacoma Medical Center,Tacoma CBD,98405,"49,296",B,3,1992
B1351,47.247543,-122.436551,1701 Pacific Ave,,Tacoma CBD,98402,"55,003",B,4,2002
B1352,47.25419,-122.440744,930-936 Broadway,Kress Bldg,Tacoma CBD,98402,"58,111",B,3,1920
B1353,47.255874,-122.43825,820 A St,Bank of America Plaza Bldg,Tacoma CBD,98402,"64,152",B,7,1980
B1354,47.249801,-122.438164,1498 Pacific Ave,Umpqua Bank Bldg,Tacoma CBD,98402,"68,500",B,5,2004
