bldg_id,lat,lng,bldg_address,bldg_name,submarket,zip_code,floor_area,bldg_class,nstory,constr_year
B1355,47.25475,-122.438495,913-921 Pacific Ave,Provident Bldg,Tacoma CBD,98402,"74,360",B,6,1903
B1356,47.2576,-122.440062,625 Commerce St,Old City Hall,Tacoma CBD,98402,"81,072",B,5,1918
B1357,47.25354,-122.439089,950 Pacific Ave,Commerce Bldg,Tacoma CBD,98402,"86,610",B,12,1910
B1358,47.252699,-122.438191,1119 Pacific Ave,Heritage Bank Building,Tacoma CBD,98402,"86,739",B,16,1912
B1359,47.252952,-122.440421,1102 Broadway,Columbia Bank Bldg,Tacoma CBD,98402,"88,470",B,5,1906
B1360,47.250549,-122.439133,1313 Broadway,The Bank of New York Mellon,Tacoma CBD,98402,"97,528",B,6,1977
B1361,47.251342,-122.440094,1148-1160 Broadway,Cornerstone Building,Tacoma CBD,98402,"97,578",B,4,1918
B1362,47.242711,-122.436658,2106-2108 Pacific Ave,Horizon Pacific Center,Tacoma CBD,98402,"98,046",B,6,1910
B1363,47.253513,-122.440479,944-956 Broadway,Rhodes Center,Tacoma CBD,98402,"98,358",B,5,1919
B1364,47.249535,-122.437343,1411-1427 Pacific Ave,Tacoma Technology Center,Tacoma CBD,98402,"99,698",B,10,1927
B1365,47.25327,-122.438547,1101 Pacific Ave,Key Bank Plaza,Tacoma CBD,98402,"100,000",B,4,1918
B1366,47.250024,-122.443347,1305 Tacoma Ave S,,Tacoma CBD,98402,"120,000",B,3,1963
B1367,47.248566,-122.440086,1501 Market St,Regence Blue Shield,Tacoma CBD,98402,"141,475",B,5,1992
B1368,47.25379,-122.436898,1015 A St,,Tacoma CBD,98402,"174,280",B,12,1910
B1369,47.245936,-122.43643,1717 Pacific Ave,,Tacoma CBD,98402,"185,462",B,2,1918
B1370,47.252298,-122.439526,1127 Broadway,On Broadway Two,Tacoma CBD,98402,"30,000",C,2,1918
B1371,47.254918,-122.447013,705 S 9th St,Atrium Court,Tacoma CBD,98405,"30,204",C,3,1960
B1372,47.252561,-122.439605,1117 Broadway,Ted Brown Music Company,Tacoma CBD,98402,"30,890",C,5,1922
B1373,47.262286,-122.447035,124 Tacoma Ave S,,Tacoma CBD,98402,"31,680",C,2,1980
B1374,47.25745,-122.452476,521 Martin Luther King Jr Way,Tacoma Family Medicine,Tacoma CBD,98405,"31,845",C,4,1964
B1375,47.251213,-122.443785,1143-1147 Tacoma Ave S,MLKHDA Building,Tacoma CBD,98402,"34,563",C,3,1990
B1376,47.255858,-122.443328,737 Fawcett Ave,,Tacoma CBD,98402,"35,445",C,2,1967
B1377,47.257414,-122.441935,711 St Helens Ave,Ledger Square,Tacoma CBD,98402,"35,644",C,2,1930
B1378,47.248968,-122.437172,1501 Pacific Ave,United Way/Sprague Bldg,Tacoma CBD,98402,"41,525",C,4,1950
B1379,47.255258,-122.443052,757 Fawcett Ave,,Tacoma CBD,98402,"43,166",C,4,1931
B1380,47.251655,-122.440806,1149 Market St,Franciscan Health Care,Tacoma CBD,98402,"43,800",C,4,1951
B1381,47.253523,-122.439804,955 Broadway,F.W. Woolworth Building,Tacoma CBD,98402,"46,000",C,4,1950
B1382,47.246146,-122.437237,1704-1728 Pacific Ave,Russel T. Joy Building,Tacoma CBD,98402,"46,238",C,3,1918
B1383,47.25379,-122.436898,1015 A St,True Blue Building,Tacoma CBD,98402,"61,459",C,12,1956
B1384,47.252995,-122.437345,1102 A St,Historic Post Office/Court & Custom House,Tacoma CBD,98402,"87,500",C,5,1919
B1385,47.253667,-122.441259,939 Market St,,Tacoma CBD,98402,"98,873",C,7,1919
B1386,47.253634,-122.438241,1019 Pacific Ave,Washington Building,Tacoma CBD,98402,"124,400",C,17,1919
B1387,47.259694,-122.453719,314 Martin Luther King Jr Way,Jackson Hall Medical Center,Tacoma CBD,98405,"469,979",C,5,1945
B1388,47.22711988,-122.4341444,3580 Pacific Ave,,Tacoma Suburban,98418,280000,A,1,2018
B1389,47.22374332,-122.4660108,15 Oregon Ave,Central Office Building,Tacoma Suburban,98409,34500,B,4,1981
B1390,47.26631381,-122.4918077,4100 N 19th St,Madison Park Medical Center - Bldg B,Tacoma Suburban,98405,40000,B,2,
B1391,47.24095947,-122.4265728,505-525 Puyallup Ave,505-525 Puyallup Ave,Tacoma Suburban,98421,46200,B,2,
B1392,47.193294,-122.41098,1301 E 72nd St,Department of Social Services,Tacoma Suburban,98404,"30,000",B,1,1994
B1393,47.275225,-122.466303,2215-2219 N 30th St,Old Town Professional Ctr,Tacoma Suburban,98407,"30,000",B,3,1982
B1394,47.24297,-122.530456,7011 S 19th St,APA Bldgs A & B,Tacoma Suburban,98465,"30,460",B,2,1969
B1395,47.23642,-122.40963,3009 E Portland Ave,,Tacoma Suburban,98404,"31,100",B,2,1999
B1396,47.241994,-122.50191,4802 S 19th St,,Tacoma Suburban,98405,"31,840",B,2,1999
B1397,47.245435,-122.528464,1628 S Mildred St,James Center Professional Plaza,Tacoma Suburban,98465,"34,800",B,2,1997
B1398,47.242265,-122.475193,1901 S Cedar St,Cedar Medical Center,Tacoma Suburban,98405,"38,567",B,3,1982
B1399,47.246896,-122.348146,6021 12th St E,Fife Business Center,Tacoma Suburban,98424,"39,206",B,2,2000
B1400,47.26546,-122.412213,1 Sitcum Way,Port of Tacoma Bldg,Tacoma Suburban,98421,"42,100",B,2,1985
B1401,47.237661,-122.477739,3209 S 23rd St,Allenmore Medical Plaza II,Tacoma Suburban,98405,"44,254",B,3,2005
B1402,47.241785,-122.47867,1901 S Union Ave,Allenmore Medical Center - Bldg B,Tacoma Suburban,98405,"48,228",B,3,1976
B1403,47.259979,-122.434842,326 E D St,Center for Urban Waters,Tacoma Suburban,98421,"48,341",B,3,2010
B1404,47.237794,-122.476813,2202 S Cedar St,Allenmore Medical Plaza I,Tacoma Suburban,98405,"50,000",B,3,2001
B1405,47.238652,-122.479592,3315 S 23rd St,Allenmore Terrace Office Bldg,Tacoma Suburban,98405,"54,242",B,3,1988
B1406,47.218682,-122.472275,2702 S 42nd St,Tacoma Mall Plaza,Tacoma Suburban,98409,"59,890",B,3,1990
B1407,47.244979,-122.381545,1323 34th Ave E,,Tacoma Suburban,98424,"63,000",B,1,1982
B1408,47.241854,-122.378465,3700 Pacific Hwy E,Trans-Pacific Trade Center,Tacoma Suburban,98424,"68,355",B,4,1986
B1409,47.242351,-122.477479,3124 S 19th St,Unico Allenmore Building C,Tacoma Suburban,98405,"70,000",B,3,2007
B1410,47.246357,-122.379463,3600 Port Of Tacoma Rd,The Fabulich Center,Tacoma Suburban,98421,"72,000",B,5,1985
B1411,47.227925,-122.484826,3628 S 35th St,Tacoma Power Shops Building,Tacoma Suburban,98409,"72,049",B,4,1970
B1412,47.225903,-122.433641,3615 Pacific Ave,3615 Pacific Ave building,Tacoma Suburban,98418,"76,828",B,3,2005
B1413,47.239554,-122.464239,2121 S State St,Centennial Place II,Tacoma Suburban,98405,"86,000",B,4,1986
B1414,47.241785,-122.47867,1901 S Union Ave,Allenmore Medical Center - Bldg A,Tacoma Suburban,98405,"86,942",B,7,1976
B1415,47.23769,-122.466713,2420 S State St,,Tacoma Suburban,98405,"95,992",B,2,1980
B1416,47.240824,-122.464054,1949 S State St,Dept. of Social & Health Services,Tacoma Suburban,98405,"152,987",B,3,1986
B1417,47.254123,-122.516532,630 S Pearl St,Former Senior Housing Facility,Tacoma Suburban,98406,"32,341",C,1,1964
B1418,47.265445,-122.463584,1001 N J St,Knapp Business Bldg,Tacoma Suburban,98403,"40,000",C,3,1975
B1419,47.234119,-122.447704,1015 Center St,Department of Corrections,Tacoma Suburban,98409,"43,740",C,3,1971
B1420,47.241036,-122.429127,409 Puyallup Ave,Former Salvation Army Building,Tacoma Suburban,98421,"45,000",C,3,1929
B1421,47.275002,-122.464306,2105-2111 N 30th St,,Tacoma Suburban,98403,"55,050",C,2,1970
B1422,47.217633,-122.471163,4301 S Pine St,Tacoma Mall Office Building,Tacoma Suburban,98409,"117,558",C,7,1968
B1423,47.154905,-122.501092,11307 Bridgeport Way SW,St. Clare Specialty Center,Univ. Place/Lakewood,98499,"42,000",A,2,2005
B1424,47.177022,-122.481931,8811 S Tacoma Way,Town Plaza,Univ. Place/Lakewood,98499,"30,752",B,2,1980
B1425,47.190704,-122.519354,7308 Bridgeport Way W,,Univ. Place/Lakewood,98499,"31,074",B,2,2005
B1426,47.186099,-122.465093,2228 S 78th St,VC1 Call Center Building,Univ. Place/Lakewood,98409,"35,550",B,1,1977
B1427,47.161251,-122.51435,5712 Main St SW,Lakewood Towne Center,Univ. Place/Lakewood,98499,"40,000",B,2,2008
B1428,47.22674,-122.537691,3560-3562 Bridgeport Way W,,Univ. Place/Lakewood,98466,"40,754",B,3,2002
B1429,47.161503,-122.51552,6000 Main St SW,Lakewood City Hall,Univ. Place/Lakewood,98499,"73,152",B,1,2002
B1430,47.225835,-122.535949,3609 Market Pl W,Civic Center,Univ. Place/Lakewood,98466,"154,632",B,3,2011
B1431,47.236479,-122.53623,2607 Bridgeport Way W,,Univ. Place/Lakewood,98466,"30,000",C,2,1972
B1432,47.176795,-122.482928,8815 S Tacoma Way,South Tacoma Business Pk - Bldg I,Univ. Place/Lakewood,98499,"30,752",C,2,1980
B1433,47.189748,-122.519818,7424 Bridgeport Way W,Bridgeport Professional Bldg,Univ. Place/Lakewood,98499,"31,294",C,3,1979
