lid,latitude,longitude,population_2015,population_2020,abs_increase,perc_increase
LOC03823,15.30458333,-61.38930556,6.052842603,6.290065317,0.237222714,1.04
LOC03824,15.30458333,-61.38902778,6.052842603,6.290065317,0.237222714,1.04
LOC03825,15.30458333,-61.38875,6.052842603,6.290065317,0.237222714,1.04
LOC03826,15.30458333,-61.38847222,6.052842603,6.290065317,0.237222714,1.04
LOC03827,15.30458333,-61.38819444,6.052842603,6.290065317,0.237222714,1.04
LOC03828,15.30458333,-61.38791667,6.052842603,6.290065317,0.237222714,1.04
LOC03829,15.30458333,-61.38763889,6.052842603,6.290065317,0.237222714,1.04
LOC03830,15.30458333,-61.38736111,6.052842603,6.290065317,0.237222714,1.04
LOC03831,15.30458333,-61.38708333,6.052842603,6.290065317,0.237222714,1.04
LOC03832,15.30458333,-61.38680556,6.052842603,6.290065317,0.237222714,1.04
LOC03833,15.30458333,-61.38625,6.052842603,6.290065317,0.237222714,1.04
LOC03834,15.30458333,-61.38597222,6.052842603,6.290065317,0.237222714,1.04
LOC03835,15.30458333,-61.38513889,6.052842603,6.290065317,0.237222714,1.04
LOC03836,15.30458333,-61.38430556,6.052842603,6.290065317,0.237222714,1.04
LOC03837,15.30458333,-61.38402778,6.052842603,6.290065317,0.237222714,1.04
LOC03838,15.30458333,-61.38375,6.052842603,6.290065317,0.237222714,1.04
LOC03839,15.30458333,-61.38319444,6.052842603,6.290065317,0.237222714,1.04
LOC03840,15.30458333,-61.38291667,6.052842603,6.290065317,0.237222714,1.04
LOC03841,15.30458333,-61.38236111,6.052842603,6.290065317,0.237222714,1.04
LOC03842,15.30458333,-61.38069444,6.052842603,6.290065317,0.237222714,1.04
LOC03843,15.30458333,-61.37986111,6.052842603,6.290065317,0.237222714,1.04
LOC03844,15.30458333,-61.37958333,6.052842603,6.290065317,0.237222714,1.04
LOC03845,15.30458333,-61.37930556,6.052842603,6.290065317,0.237222714,1.04
LOC03846,15.30458333,-61.37902778,6.052842603,6.290065317,0.237222714,1.04
LOC03847,15.30458333,-61.37763889,6.052842603,6.290065317,0.237222714,1.04
LOC03848,15.30458333,-61.37236111,6.052842603,6.290065317,0.237222714,1.04
LOC03849,15.30486111,-61.38902778,6.052842603,6.290065317,0.237222714,1.04
LOC03850,15.30486111,-61.38847222,6.052842603,6.290065317,0.237222714,1.04
LOC03851,15.30486111,-61.38819444,6.052842603,6.290065317,0.237222714,1.04
LOC03852,15.30486111,-61.38791667,6.052842603,6.290065317,0.237222714,1.04
LOC03853,15.30486111,-61.38763889,6.052842603,6.290065317,0.237222714,1.04
LOC03854,15.30486111,-61.38736111,6.052842603,6.290065317,0.237222714,1.04
LOC03855,15.30486111,-61.38708333,6.052842603,6.290065317,0.237222714,1.04
LOC03856,15.30486111,-61.38680556,6.052842603,6.290065317,0.237222714,1.04
LOC03857,15.30486111,-61.38652778,6.052842603,6.290065317,0.237222714,1.04
LOC03858,15.30486111,-61.38486111,6.052842603,6.290065317,0.237222714,1.04
LOC03859,15.30486111,-61.38458333,6.052842603,6.290065317,0.237222714,1.04
LOC03860,15.30486111,-61.38402778,6.052842603,6.290065317,0.237222714,1.04
LOC03861,15.30486111,-61.38375,6.052842603,6.290065317,0.237222714,1.04
LOC03862,15.30486111,-61.38347222,6.052842603,6.290065317,0.237222714,1.04
LOC03863,15.30486111,-61.38319444,6.052842603,6.290065317,0.237222714,1.04
LOC03864,15.30486111,-61.38291667,6.052842603,6.290065317,0.237222714,1.04
LOC03865,15.30486111,-61.38263889,6.052842603,6.290065317,0.237222714,1.04
LOC03866,15.30486111,-61.38236111,6.052842603,6.290065317,0.237222714,1.04
LOC03867,15.30486111,-61.38208333,6.052842603,6.290065317,0.237222714,1.04
LOC03868,15.30486111,-61.38180556,6.052842603,6.290065317,0.237222714,1.04
LOC03869,15.30486111,-61.38069444,6.052842603,6.290065317,0.237222714,1.04
LOC03870,15.30486111,-61.37986111,6.052842603,6.290065317,0.237222714,1.04
LOC03871,15.30486111,-61.37736111,6.052842603,6.290065317,0.237222714,1.04
LOC03872,15.30486111,-61.37652778,6.052842603,6.290065317,0.237222714,1.04
LOC03873,15.30486111,-61.37625,6.052842603,6.290065317,0.237222714,1.04
LOC03874,15.30486111,-61.37597222,6.052842603,6.290065317,0.237222714,1.04
LOC03875,15.30486111,-61.37569444,6.052842603,6.290065317,0.237222714,1.04
LOC03876,15.30486111,-61.37541667,6.052842603,6.290065317,0.237222714,1.04
LOC03877,15.30486111,-61.37513889,6.052842603,6.290065317,0.237222714,1.04
LOC03878,15.30486111,-61.37458333,6.052842603,6.290065317,0.237222714,1.04
LOC03879,15.30486111,-61.37041667,6.052842603,6.290065317,0.237222714,1.04
LOC03880,15.30486111,-61.37013889,6.052842603,6.290065317,0.237222714,1.04
LOC03881,15.30486111,-61.36986111,6.052842603,6.290065317,0.237222714,1.04
LOC03882,15.30486111,-61.25291667,3.813613053,3.689797482,-0.123815571,0.97
LOC03883,15.30513889,-61.38902778,6.052842603,6.290065317,0.237222714,1.04
LOC03884,15.30513889,-61.38875,6.052842603,6.290065317,0.237222714,1.04
LOC03885,15.30513889,-61.38847222,6.052842603,6.290065317,0.237222714,1.04
LOC03886,15.30513889,-61.38819444,6.052842603,6.290065317,0.237222714,1.04
LOC03887,15.30513889,-61.38791667,6.052842603,6.290065317,0.237222714,1.04
LOC03888,15.30513889,-61.38736111,6.052842603,6.290065317,0.237222714,1.04
LOC03889,15.30513889,-61.38708333,6.052842603,6.290065317,0.237222714,1.04
LOC03890,15.30513889,-61.38680556,6.052842603,6.290065317,0.237222714,1.04
LOC03891,15.30513889,-61.38652778,6.052842603,6.290065317,0.237222714,1.04
LOC03892,15.30513889,-61.38625,6.052842603,6.290065317,0.237222714,1.04
LOC03893,15.30513889,-61.38597222,6.052842603,6.290065317,0.237222714,1.04
LOC03894,15.30513889,-61.38486111,6.052842603,6.290065317,0.237222714,1.04
LOC03895,15.30513889,-61.38458333,6.052842603,6.290065317,0.237222714,1.04
LOC03896,15.30513889,-61.38430556,6.052842603,6.290065317,0.237222714,1.04
LOC03897,15.30513889,-61.38402778,6.052842603,6.290065317,0.237222714,1.04
LOC03898,15.30513889,-61.38375,6.052842603,6.290065317,0.237222714,1.04
LOC03899,15.30513889,-61.38347222,6.052842603,6.290065317,0.237222714,1.04
LOC03900,15.30513889,-61.38319444,6.052842603,6.290065317,0.237222714,1.04
LOC03901,15.30513889,-61.38291667,6.052842603,6.290065317,0.237222714,1.04
LOC03902,15.30513889,-61.38263889,6.052842603,6.290065317,0.237222714,1.04
LOC03903,15.30513889,-61.38236111,6.052842603,6.290065317,0.237222714,1.04
LOC03904,15.30513889,-61.38208333,6.052842603,6.290065317,0.237222714,1.04
LOC03905,15.30513889,-61.38180556,6.052842603,6.290065317,0.237222714,1.04
LOC03906,15.30513889,-61.38152778,6.052842603,6.290065317,0.237222714,1.04
LOC03907,15.30513889,-61.38125,6.052842603,6.290065317,0.237222714,1.04
LOC03908,15.30513889,-61.38097222,6.052842603,6.290065317,0.237222714,1.04
LOC03909,15.30513889,-61.38069444,6.052842603,6.290065317,0.237222714,1.04
LOC03910,15.30513889,-61.38041667,6.052842603,6.290065317,0.237222714,1.04
LOC03911,15.30513889,-61.38013889,6.052842603,6.290065317,0.237222714,1.04
LOC03912,15.30513889,-61.37986111,6.052842603,6.290065317,0.237222714,1.04
LOC03913,15.30513889,-61.37958333,6.052842603,6.290065317,0.237222714,1.04
LOC03914,15.30513889,-61.37930556,6.052842603,6.290065317,0.237222714,1.04
LOC03915,15.30513889,-61.37902778,6.052842603,6.290065317,0.237222714,1.04
LOC03916,15.30513889,-61.37875,6.052842603,6.290065317,0.237222714,1.04
LOC03917,15.30513889,-61.37847222,6.052842603,6.290065317,0.237222714,1.04
LOC03918,15.30513889,-61.37819444,6.052842603,6.290065317,0.237222714,1.04
LOC03919,15.30513889,-61.37791667,6.052842603,6.290065317,0.237222714,1.04
LOC03920,15.30513889,-61.37736111,6.052842603,6.290065317,0.237222714,1.04
LOC03921,15.30513889,-61.37652778,6.052842603,6.290065317,0.237222714,1.04
LOC03922,15.30513889,-61.37625,6.052842603,6.290065317,0.237222714,1.04
LOC03923,15.30513889,-61.37597222,6.052842603,6.290065317,0.237222714,1.04
LOC03924,15.30513889,-61.37569444,6.052842603,6.290065317,0.237222714,1.04
LOC03925,15.30513889,-61.37541667,6.052842603,6.290065317,0.237222714,1.04
LOC03926,15.30513889,-61.37513889,6.052842603,6.290065317,0.237222714,1.04
LOC03927,15.30513889,-61.37458333,6.052842603,6.290065317,0.237222714,1.04
LOC03928,15.30513889,-61.37013889,6.052842603,6.290065317,0.237222714,1.04
LOC03929,15.30513889,-61.36986111,6.052842603,6.290065317,0.237222714,1.04
LOC03930,15.30513889,-61.36958333,6.052842603,6.290065317,0.237222714,1.04
LOC03931,15.30513889,-61.36847222,6.052842603,6.290065317,0.237222714,1.04
LOC03932,15.30513889,-61.33152778,6.052842603,6.290065317,0.237222714,1.04
LOC03933,15.30541667,-61.38847222,6.052842603,6.290065317,0.237222714,1.04
LOC03934,15.30541667,-61.38736111,6.052842603,6.290065317,0.237222714,1.04
LOC03935,15.30541667,-61.38708333,6.052842603,6.290065317,0.237222714,1.04
LOC03936,15.30541667,-61.38652778,6.052842603,6.290065317,0.237222714,1.04
LOC03937,15.30541667,-61.38625,6.052842603,6.290065317,0.237222714,1.04
LOC03938,15.30541667,-61.38597222,6.052842603,6.290065317,0.237222714,1.04
LOC03939,15.30541667,-61.38569444,6.052842603,6.290065317,0.237222714,1.04
LOC03940,15.30541667,-61.38541667,6.052842603,6.290065317,0.237222714,1.04
LOC03941,15.30541667,-61.38458333,6.052842603,6.290065317,0.237222714,1.04
LOC03942,15.30541667,-61.38402778,6.052842603,6.290065317,0.237222714,1.04
LOC03943,15.30541667,-61.38375,6.052842603,6.290065317,0.237222714,1.04
LOC03944,15.30541667,-61.38347222,6.052842603,6.290065317,0.237222714,1.04
LOC03945,15.30541667,-61.38319444,6.052842603,6.290065317,0.237222714,1.04
LOC03946,15.30541667,-61.38236111,6.052842603,6.290065317,0.237222714,1.04
LOC03947,15.30541667,-61.38180556,6.052842603,6.290065317,0.237222714,1.04
LOC03948,15.30541667,-61.38152778,6.052842603,6.290065317,0.237222714,1.04
LOC03949,15.30541667,-61.38125,6.052842603,6.290065317,0.237222714,1.04
LOC03950,15.30541667,-61.38097222,6.052842603,6.290065317,0.237222714,1.04
LOC03951,15.30541667,-61.38069444,6.052842603,6.290065317,0.237222714,1.04
LOC03952,15.30541667,-61.38041667,6.052842603,6.290065317,0.237222714,1.04
LOC03953,15.30541667,-61.38013889,6.052842603,6.290065317,0.237222714,1.04
LOC03954,15.30541667,-61.37986111,6.052842603,6.290065317,0.237222714,1.04
LOC03955,15.30541667,-61.37930556,6.052842603,6.290065317,0.237222714,1.04
LOC03956,15.30541667,-61.37902778,6.052842603,6.290065317,0.237222714,1.04
LOC03957,15.30541667,-61.37875,6.052842603,6.290065317,0.237222714,1.04
LOC03958,15.30541667,-61.37847222,6.052842603,6.290065317,0.237222714,1.04
LOC03959,15.30541667,-61.37819444,6.052842603,6.290065317,0.237222714,1.04
LOC03960,15.30541667,-61.37791667,6.052842603,6.290065317,0.237222714,1.04
LOC03961,15.30541667,-61.37763889,6.052842603,6.290065317,0.237222714,1.04
LOC03962,15.30541667,-61.37736111,6.052842603,6.290065317,0.237222714,1.04
LOC03963,15.30541667,-61.37708333,6.052842603,6.290065317,0.237222714,1.04
LOC03964,15.30541667,-61.37680556,6.052842603,6.290065317,0.237222714,1.04
LOC03965,15.30541667,-61.37513889,6.052842603,6.290065317,0.237222714,1.04
LOC03966,15.30541667,-61.37486111,6.052842603,6.290065317,0.237222714,1.04
LOC03967,15.30541667,-61.37458333,6.052842603,6.290065317,0.237222714,1.04
LOC03968,15.30541667,-61.37430556,6.052842603,6.290065317,0.237222714,1.04
LOC03969,15.30541667,-61.37402778,6.052842603,6.290065317,0.237222714,1.04
LOC03970,15.30541667,-61.37041667,6.052842603,6.290065317,0.237222714,1.04
LOC03971,15.30541667,-61.36986111,6.052842603,6.290065317,0.237222714,1.04
LOC03972,15.30541667,-61.36791667,6.052842603,6.290065317,0.237222714,1.04
LOC03973,15.30569444,-61.38875,6.052842603,6.290065317,0.237222714,1.04
LOC03974,15.30569444,-61.38736111,6.052842603,6.290065317,0.237222714,1.04
LOC03975,15.30569444,-61.38708333,6.052842603,6.290065317,0.237222714,1.04
LOC03976,15.30569444,-61.38680556,6.052842603,6.290065317,0.237222714,1.04
LOC03977,15.30569444,-61.38652778,6.052842603,6.290065317,0.237222714,1.04
LOC03978,15.30569444,-61.38625,6.052842603,6.290065317,0.237222714,1.04
LOC03979,15.30569444,-61.38597222,6.052842603,6.290065317,0.237222714,1.04
LOC03980,15.30569444,-61.38569444,6.052842603,6.290065317,0.237222714,1.04
LOC03981,15.30569444,-61.38541667,6.052842603,6.290065317,0.237222714,1.04
LOC03982,15.30569444,-61.38486111,6.052842603,6.290065317,0.237222714,1.04
LOC03983,15.30569444,-61.38430556,6.052842603,6.290065317,0.237222714,1.04
LOC03984,15.30569444,-61.38402778,6.052842603,6.290065317,0.237222714,1.04
LOC03985,15.30569444,-61.38375,6.052842603,6.290065317,0.237222714,1.04
LOC03986,15.30569444,-61.38347222,6.052842603,6.290065317,0.237222714,1.04
LOC03987,15.30569444,-61.38291667,6.052842603,6.290065317,0.237222714,1.04
LOC03988,15.30569444,-61.38263889,6.052842603,6.290065317,0.237222714,1.04
LOC03989,15.30569444,-61.38236111,6.052842603,6.290065317,0.237222714,1.04
LOC03990,15.30569444,-61.38208333,6.052842603,6.290065317,0.237222714,1.04
LOC03991,15.30569444,-61.38180556,6.052842603,6.290065317,0.237222714,1.04
LOC03992,15.30569444,-61.38152778,6.052842603,6.290065317,0.237222714,1.04
LOC03993,15.30569444,-61.38125,6.052842603,6.290065317,0.237222714,1.04
LOC03994,15.30569444,-61.38097222,6.052842603,6.290065317,0.237222714,1.04
LOC03995,15.30569444,-61.38069444,6.052842603,6.290065317,0.237222714,1.04
LOC03996,15.30569444,-61.38041667,6.052842603,6.290065317,0.237222714,1.04
LOC03997,15.30569444,-61.38013889,6.052842603,6.290065317,0.237222714,1.04
LOC03998,15.30569444,-61.37986111,6.052842603,6.290065317,0.237222714,1.04
LOC03999,15.30569444,-61.37958333,6.052842603,6.290065317,0.237222714,1.04
LOC04000,15.30569444,-61.37930556,6.052842603,6.290065317,0.237222714,1.04
LOC04001,15.30569444,-61.37902778,6.052842603,6.290065317,0.237222714,1.04
LOC04002,15.30569444,-61.37875,6.052842603,6.290065317,0.237222714,1.04
LOC04003,15.30569444,-61.37847222,6.052842603,6.290065317,0.237222714,1.04
LOC04004,15.30569444,-61.37680556,6.052842603,6.290065317,0.237222714,1.04
LOC04005,15.30569444,-61.37652778,6.052842603,6.290065317,0.237222714,1.04
LOC04006,15.30569444,-61.37597222,6.052842603,6.290065317,0.237222714,1.04
LOC04007,15.30569444,-61.37569444,6.052842603,6.290065317,0.237222714,1.04
LOC04008,15.30569444,-61.37541667,6.052842603,6.290065317,0.237222714,1.04
LOC04009,15.30569444,-61.37486111,6.052842603,6.290065317,0.237222714,1.04
LOC04010,15.30569444,-61.37458333,6.052842603,6.290065317,0.237222714,1.04
LOC04011,15.30569444,-61.37430556,6.052842603,6.290065317,0.237222714,1.04
LOC04012,15.30569444,-61.37402778,6.052842603,6.290065317,0.237222714,1.04
LOC04013,15.30569444,-61.37375,6.052842603,6.290065317,0.237222714,1.04
LOC04014,15.30569444,-61.37347222,6.052842603,6.290065317,0.237222714,1.04
LOC04015,15.30569444,-61.37319444,6.052842603,6.290065317,0.237222714,1.04
LOC04016,15.30569444,-61.37208333,6.052842603,6.290065317,0.237222714,1.04
LOC04017,15.30569444,-61.37152778,6.052842603,6.290065317,0.237222714,1.04
LOC04018,15.30569444,-61.36791667,6.052842603,6.290065317,0.237222714,1.04
LOC04019,15.30569444,-61.25486111,3.813613053,3.689797482,-0.123815571,0.97
LOC04020,15.30569444,-61.25291667,3.813613053,3.689797482,-0.123815571,0.97
LOC04021,15.30597222,-61.38930556,6.052842603,6.290065317,0.237222714,1.04
LOC04022,15.30597222,-61.38902778,6.052842603,6.290065317,0.237222714,1.04
LOC04023,15.30597222,-61.38875,6.052842603,6.290065317,0.237222714,1.04
LOC04024,15.30597222,-61.38847222,6.052842603,6.290065317,0.237222714,1.04
LOC04025,15.30597222,-61.38819444,6.052842603,6.290065317,0.237222714,1.04
LOC04026,15.30597222,-61.38763889,6.052842603,6.290065317,0.237222714,1.04
LOC04027,15.30597222,-61.38708333,6.052842603,6.290065317,0.237222714,1.04
LOC04028,15.30597222,-61.38680556,6.052842603,6.290065317,0.237222714,1.04
LOC04029,15.30597222,-61.38652778,6.052842603,6.290065317,0.237222714,1.04
LOC04030,15.30597222,-61.38541667,6.052842603,6.290065317,0.237222714,1.04
LOC04031,15.30597222,-61.38402778,6.052842603,6.290065317,0.237222714,1.04
LOC04032,15.30597222,-61.38375,6.052842603,6.290065317,0.237222714,1.04
LOC04033,15.30597222,-61.38347222,6.052842603,6.290065317,0.237222714,1.04
LOC04034,15.30597222,-61.38291667,6.052842603,6.290065317,0.237222714,1.04
LOC04035,15.30597222,-61.38180556,6.052842603,6.290065317,0.237222714,1.04
LOC04036,15.30597222,-61.38152778,6.052842603,6.290065317,0.237222714,1.04
LOC04037,15.30597222,-61.38097222,6.052842603,6.290065317,0.237222714,1.04
LOC04038,15.30597222,-61.38069444,6.052842603,6.290065317,0.237222714,1.04
LOC04039,15.30597222,-61.38041667,6.052842603,6.290065317,0.237222714,1.04
LOC04040,15.30597222,-61.38013889,6.052842603,6.290065317,0.237222714,1.04
LOC04041,15.30597222,-61.37763889,6.052842603,6.290065317,0.237222714,1.04
LOC04042,15.30597222,-61.37736111,6.052842603,6.290065317,0.237222714,1.04
LOC04043,15.30597222,-61.37708333,6.052842603,6.290065317,0.237222714,1.04
LOC04044,15.30597222,-61.37680556,6.052842603,6.290065317,0.237222714,1.04
LOC04045,15.30597222,-61.37652778,6.052842603,6.290065317,0.237222714,1.04
LOC04046,15.30597222,-61.37513889,6.052842603,6.290065317,0.237222714,1.04
LOC04047,15.30597222,-61.37375,6.052842603,6.290065317,0.237222714,1.04
LOC04048,15.30597222,-61.37347222,6.052842603,6.290065317,0.237222714,1.04
LOC04049,15.30597222,-61.37319444,6.052842603,6.290065317,0.237222714,1.04
LOC04050,15.30597222,-61.37263889,6.052842603,6.290065317,0.237222714,1.04
LOC04051,15.30597222,-61.37236111,6.052842603,6.290065317,0.237222714,1.04
LOC04052,15.30597222,-61.37180556,6.052842603,6.290065317,0.237222714,1.04
LOC04053,15.30597222,-61.37152778,6.052842603,6.290065317,0.237222714,1.04
LOC04054,15.30597222,-61.25486111,3.813613053,3.689797482,-0.123815571,0.97
LOC04055,15.30597222,-61.25347222,3.813613053,3.689797482,-0.123815571,0.97
LOC04056,15.30597222,-61.25291667,3.813613053,3.689797482,-0.123815571,0.97
LOC04057,15.30625,-61.38930556,6.052842603,6.290065317,0.237222714,1.04
LOC04058,15.30625,-61.38847222,6.052842603,6.290065317,0.237222714,1.04
LOC04059,15.30625,-61.38819444,6.052842603,6.290065317,0.237222714,1.04
LOC04060,15.30625,-61.38763889,6.052842603,6.290065317,0.237222714,1.04
LOC04061,15.30625,-61.38708333,6.052842603,6.290065317,0.237222714,1.04
LOC04062,15.30625,-61.38680556,6.052842603,6.290065317,0.237222714,1.04
LOC04063,15.30625,-61.38652778,6.052842603,6.290065317,0.237222714,1.04
LOC04064,15.30625,-61.38625,6.052842603,6.290065317,0.237222714,1.04
LOC04065,15.30625,-61.38541667,6.052842603,6.290065317,0.237222714,1.04
LOC04066,15.30625,-61.38513889,6.052842603,6.290065317,0.237222714,1.04
LOC04067,15.30625,-61.38486111,6.052842603,6.290065317,0.237222714,1.04
LOC04068,15.30625,-61.38430556,6.052842603,6.290065317,0.237222714,1.04
LOC04069,15.30625,-61.38402778,6.052842603,6.290065317,0.237222714,1.04
LOC04070,15.30625,-61.38375,6.052842603,6.290065317,0.237222714,1.04
LOC04071,15.30625,-61.38347222,6.052842603,6.290065317,0.237222714,1.04
LOC04072,15.30625,-61.38319444,6.052842603,6.290065317,0.237222714,1.04
LOC04073,15.30625,-61.38263889,6.052842603,6.290065317,0.237222714,1.04
LOC04074,15.30625,-61.38236111,6.052842603,6.290065317,0.237222714,1.04
LOC04075,15.30625,-61.38208333,6.052842603,6.290065317,0.237222714,1.04
LOC04076,15.30625,-61.38152778,6.052842603,6.290065317,0.237222714,1.04
LOC04077,15.30625,-61.38097222,6.052842603,6.290065317,0.237222714,1.04
LOC04078,15.30625,-61.38069444,6.052842603,6.290065317,0.237222714,1.04
LOC04079,15.30625,-61.38041667,6.052842603,6.290065317,0.237222714,1.04
LOC04080,15.30625,-61.38013889,6.052842603,6.290065317,0.237222714,1.04
LOC04081,15.30625,-61.37986111,6.052842603,6.290065317,0.237222714,1.04
LOC04082,15.30625,-61.37847222,6.052842603,6.290065317,0.237222714,1.04
LOC04083,15.30625,-61.37791667,6.052842603,6.290065317,0.237222714,1.04
LOC04084,15.30625,-61.37763889,6.052842603,6.290065317,0.237222714,1.04
LOC04085,15.30625,-61.37736111,6.052842603,6.290065317,0.237222714,1.04
LOC04086,15.30625,-61.37708333,6.052842603,6.290065317,0.237222714,1.04
LOC04087,15.30625,-61.37680556,6.052842603,6.290065317,0.237222714,1.04
LOC04088,15.30625,-61.37652778,6.052842603,6.290065317,0.237222714,1.04
LOC04089,15.30625,-61.37625,6.052842603,6.290065317,0.237222714,1.04
LOC04090,15.30625,-61.37597222,6.052842603,6.290065317,0.237222714,1.04
LOC04091,15.30625,-61.37513889,6.052842603,6.290065317,0.237222714,1.04
LOC04092,15.30625,-61.37486111,6.052842603,6.290065317,0.237222714,1.04
LOC04093,15.30625,-61.37430556,6.052842603,6.290065317,0.237222714,1.04
LOC04094,15.30625,-61.37402778,6.052842603,6.290065317,0.237222714,1.04
LOC04095,15.30625,-61.37347222,6.052842603,6.290065317,0.237222714,1.04
LOC04096,15.30625,-61.37291667,6.052842603,6.290065317,0.237222714,1.04
LOC04097,15.30625,-61.37236111,6.052842603,6.290065317,0.237222714,1.04
LOC04098,15.30625,-61.37208333,6.052842603,6.290065317,0.237222714,1.04
LOC04099,15.30625,-61.37152778,6.052842603,6.290065317,0.237222714,1.04
LOC04100,15.30625,-61.36736111,6.052842603,6.290065317,0.237222714,1.04
LOC04101,15.30625,-61.25486111,3.813613053,3.689797482,-0.123815571,0.97
LOC04102,15.30625,-61.25347222,3.813613053,3.689797482,-0.123815571,0.97
LOC04103,15.30625,-61.25236111,3.813613053,3.689797482,-0.123815571,0.97
LOC04104,15.30625,-61.25208333,3.813613053,3.689797482,-0.123815571,0.97
LOC04105,15.30652778,-61.38958333,6.052842603,6.290065317,0.237222714,1.04
LOC04106,15.30652778,-61.38930556,6.052842603,6.290065317,0.237222714,1.04
LOC04107,15.30652778,-61.38902778,6.052842603,6.290065317,0.237222714,1.04
LOC04108,15.30652778,-61.38847222,6.052842603,6.290065317,0.237222714,1.04
LOC04109,15.30652778,-61.38763889,6.052842603,6.290065317,0.237222714,1.04
LOC04110,15.30652778,-61.38736111,6.052842603,6.290065317,0.237222714,1.04
LOC04111,15.30652778,-61.38680556,6.052842603,6.290065317,0.237222714,1.04
LOC04112,15.30652778,-61.38652778,6.052842603,6.290065317,0.237222714,1.04
LOC04113,15.30652778,-61.38541667,6.052842603,6.290065317,0.237222714,1.04
LOC04114,15.30652778,-61.38513889,6.052842603,6.290065317,0.237222714,1.04
LOC04115,15.30652778,-61.38486111,6.052842603,6.290065317,0.237222714,1.04
LOC04116,15.30652778,-61.38458333,6.052842603,6.290065317,0.237222714,1.04
LOC04117,15.30652778,-61.38430556,6.052842603,6.290065317,0.237222714,1.04
LOC04118,15.30652778,-61.38347222,6.052842603,6.290065317,0.237222714,1.04
LOC04119,15.30652778,-61.38291667,6.052842603,6.290065317,0.237222714,1.04
LOC04120,15.30652778,-61.38263889,6.052842603,6.290065317,0.237222714,1.04
LOC04121,15.30652778,-61.38236111,6.052842603,6.290065317,0.237222714,1.04
LOC04122,15.30652778,-61.38208333,6.052842603,6.290065317,0.237222714,1.04
LOC04123,15.30652778,-61.38180556,6.052842603,6.290065317,0.237222714,1.04
LOC04124,15.30652778,-61.38125,6.052842603,6.290065317,0.237222714,1.04
LOC04125,15.30652778,-61.38069444,6.052842603,6.290065317,0.237222714,1.04
LOC04126,15.30652778,-61.38041667,6.052842603,6.290065317,0.237222714,1.04
LOC04127,15.30652778,-61.37513889,6.052842603,6.290065317,0.237222714,1.04
LOC04128,15.30652778,-61.37458333,6.052842603,6.290065317,0.237222714,1.04
LOC04129,15.30652778,-61.37430556,6.052842603,6.290065317,0.237222714,1.04
LOC04130,15.30652778,-61.37402778,6.052842603,6.290065317,0.237222714,1.04
LOC04131,15.30652778,-61.37291667,6.052842603,6.290065317,0.237222714,1.04
LOC04132,15.30652778,-61.37263889,6.052842603,6.290065317,0.237222714,1.04
LOC04133,15.30652778,-61.37180556,6.052842603,6.290065317,0.237222714,1.04
LOC04134,15.30652778,-61.37125,6.052842603,6.290065317,0.237222714,1.04
LOC04135,15.30652778,-61.36791667,6.052842603,6.290065317,0.237222714,1.04
LOC04136,15.30652778,-61.36763889,6.052842603,6.290065317,0.237222714,1.04
LOC04137,15.30652778,-61.36736111,6.052842603,6.290065317,0.237222714,1.04
LOC04138,15.30652778,-61.25486111,3.813613053,3.689797482,-0.123815571,0.97
LOC04139,15.30652778,-61.25430556,3.813613053,3.689797482,-0.123815571,0.97
LOC04140,15.30652778,-61.25402778,3.813613053,3.689797482,-0.123815571,0.97
LOC04141,15.30680556,-61.38930556,6.052842603,6.290065317,0.237222714,1.04
LOC04142,15.30680556,-61.38875,6.052842603,6.290065317,0.237222714,1.04
LOC04143,15.30680556,-61.38847222,6.052842603,6.290065317,0.237222714,1.04
LOC04144,15.30680556,-61.38819444,6.052842603,6.290065317,0.237222714,1.04
LOC04145,15.30680556,-61.38791667,6.052842603,6.290065317,0.237222714,1.04
LOC04146,15.30680556,-61.38763889,6.052842603,6.290065317,0.237222714,1.04
LOC04147,15.30680556,-61.38680556,6.052842603,6.290065317,0.237222714,1.04
LOC04148,15.30680556,-61.38652778,6.052842603,6.290065317,0.237222714,1.04
LOC04149,15.30680556,-61.38597222,6.052842603,6.290065317,0.237222714,1.04
LOC04150,15.30680556,-61.38569444,6.052842603,6.290065317,0.237222714,1.04
LOC04151,15.30680556,-61.38541667,6.052842603,6.290065317,0.237222714,1.04
LOC04152,15.30680556,-61.38513889,6.052842603,6.290065317,0.237222714,1.04
LOC04153,15.30680556,-61.38486111,6.052842603,6.290065317,0.237222714,1.04
LOC04154,15.30680556,-61.38458333,6.052842603,6.290065317,0.237222714,1.04
LOC04155,15.30680556,-61.38430556,6.052842603,6.290065317,0.237222714,1.04
LOC04156,15.30680556,-61.38402778,6.052842603,6.290065317,0.237222714,1.04
LOC04157,15.30680556,-61.38375,6.052842603,6.290065317,0.237222714,1.04
LOC04158,15.30680556,-61.38319444,6.052842603,6.290065317,0.237222714,1.04
LOC04159,15.30680556,-61.38291667,6.052842603,6.290065317,0.237222714,1.04
LOC04160,15.30680556,-61.38208333,6.052842603,6.290065317,0.237222714,1.04
LOC04161,15.30680556,-61.37569444,6.052842603,6.290065317,0.237222714,1.04
LOC04162,15.30680556,-61.37513889,6.052842603,6.290065317,0.237222714,1.04
LOC04163,15.30680556,-61.37486111,6.052842603,6.290065317,0.237222714,1.04
LOC04164,15.30680556,-61.37458333,6.052842603,6.290065317,0.237222714,1.04
