lid,latitude,longitude,population_2015,population_2020,abs_increase,perc_increase
LOC07115,15.34625,-61.39236111,4.683022828,5.104222206,0.421199379,1.09
LOC07116,15.34625,-61.39208333,4.683022828,5.104222206,0.421199379,1.09
LOC07117,15.34625,-61.39180556,4.683022828,5.104222206,0.421199379,1.09
LOC07118,15.34625,-61.39125,4.683022828,5.104222206,0.421199379,1.09
LOC07119,15.34625,-61.39069444,4.683022828,5.104222206,0.421199379,1.09
LOC07120,15.34625,-61.39013889,4.683022828,5.104222206,0.421199379,1.09
LOC07121,15.34625,-61.38986111,4.683022828,5.104222206,0.421199379,1.09
LOC07122,15.34625,-61.38902778,4.683022828,5.104222206,0.421199379,1.09
LOC07123,15.34625,-61.38819444,4.683022828,5.104222206,0.421199379,1.09
LOC07124,15.34625,-61.38791667,4.683022828,5.104222206,0.421199379,1.09
LOC07125,15.34625,-61.38736111,4.683022828,5.104222206,0.421199379,1.09
LOC07126,15.34625,-61.38680556,4.683022828,5.104222206,0.421199379,1.09
LOC07127,15.34625,-61.36736111,4.683022828,5.104222206,0.421199379,1.09
LOC07128,15.34625,-61.34791667,4.683022828,5.104222206,0.421199379,1.09
LOC07129,15.34652778,-61.39291667,4.683022828,5.104222206,0.421199379,1.09
LOC07130,15.34652778,-61.39236111,4.683022828,5.104222206,0.421199379,1.09
LOC07131,15.34652778,-61.39208333,4.683022828,5.104222206,0.421199379,1.09
LOC07132,15.34652778,-61.39180556,4.683022828,5.104222206,0.421199379,1.09
LOC07133,15.34652778,-61.39097222,4.683022828,5.104222206,0.421199379,1.09
LOC07134,15.34652778,-61.39069444,4.683022828,5.104222206,0.421199379,1.09
LOC07135,15.34652778,-61.39041667,4.683022828,5.104222206,0.421199379,1.09
LOC07136,15.34652778,-61.39013889,4.683022828,5.104222206,0.421199379,1.09
LOC07137,15.34652778,-61.38986111,4.683022828,5.104222206,0.421199379,1.09
LOC07138,15.34652778,-61.38958333,4.683022828,5.104222206,0.421199379,1.09
LOC07139,15.34652778,-61.38902778,4.683022828,5.104222206,0.421199379,1.09
LOC07140,15.34652778,-61.38875,4.683022828,5.104222206,0.421199379,1.09
LOC07141,15.34652778,-61.38847222,4.683022828,5.104222206,0.421199379,1.09
LOC07142,15.34652778,-61.38819444,4.683022828,5.104222206,0.421199379,1.09
LOC07143,15.34652778,-61.38791667,4.683022828,5.104222206,0.421199379,1.09
LOC07144,15.34652778,-61.38763889,4.683022828,5.104222206,0.421199379,1.09
LOC07145,15.34652778,-61.36875,4.683022828,5.104222206,0.421199379,1.09
LOC07146,15.34652778,-61.36763889,4.683022828,5.104222206,0.421199379,1.09
LOC07147,15.34680556,-61.39347222,4.683022828,5.104222206,0.421199379,1.09
LOC07148,15.34680556,-61.39319444,4.683022828,5.104222206,0.421199379,1.09
LOC07149,15.34680556,-61.39291667,4.683022828,5.104222206,0.421199379,1.09
LOC07150,15.34680556,-61.39263889,4.683022828,5.104222206,0.421199379,1.09
LOC07151,15.34680556,-61.39236111,4.683022828,5.104222206,0.421199379,1.09
LOC07152,15.34680556,-61.39180556,4.683022828,5.104222206,0.421199379,1.09
LOC07153,15.34680556,-61.38930556,4.683022828,5.104222206,0.421199379,1.09
LOC07154,15.34680556,-61.38902778,4.683022828,5.104222206,0.421199379,1.09
LOC07155,15.34680556,-61.38875,4.683022828,5.104222206,0.421199379,1.09
LOC07156,15.34680556,-61.38847222,4.683022828,5.104222206,0.421199379,1.09
LOC07157,15.34680556,-61.36902778,4.683022828,5.104222206,0.421199379,1.09
LOC07158,15.34680556,-61.36875,4.683022828,5.104222206,0.421199379,1.09
LOC07159,15.34680556,-61.36847222,4.683022828,5.104222206,0.421199379,1.09
LOC07160,15.34680556,-61.36763889,4.683022828,5.104222206,0.421199379,1.09
LOC07161,15.34680556,-61.36541667,4.683022828,5.104222206,0.421199379,1.09
LOC07162,15.34680556,-61.36513889,4.683022828,5.104222206,0.421199379,1.09
LOC07163,15.34708333,-61.39319444,4.683022828,5.104222206,0.421199379,1.09
LOC07164,15.34708333,-61.39291667,4.683022828,5.104222206,0.421199379,1.09
LOC07165,15.34708333,-61.39263889,4.683022828,5.104222206,0.421199379,1.09
LOC07166,15.34708333,-61.39236111,4.683022828,5.104222206,0.421199379,1.09
LOC07167,15.34708333,-61.39180556,4.683022828,5.104222206,0.421199379,1.09
LOC07168,15.34708333,-61.39152778,4.683022828,5.104222206,0.421199379,1.09
LOC07169,15.34708333,-61.38986111,4.683022828,5.104222206,0.421199379,1.09
LOC07170,15.34708333,-61.38902778,4.683022828,5.104222206,0.421199379,1.09
LOC07171,15.34708333,-61.38791667,4.683022828,5.104222206,0.421199379,1.09
LOC07172,15.34708333,-61.36513889,4.683022828,5.104222206,0.421199379,1.09
LOC07173,15.34708333,-61.25041667,3.301455463,3.181542033,-0.119913429,0.96
LOC07174,15.34736111,-61.39291667,4.683022828,5.104222206,0.421199379,1.09
LOC07175,15.34736111,-61.39263889,4.683022828,5.104222206,0.421199379,1.09
LOC07176,15.34736111,-61.39013889,4.683022828,5.104222206,0.421199379,1.09
LOC07177,15.34736111,-61.38875,4.683022828,5.104222206,0.421199379,1.09
LOC07178,15.34736111,-61.38847222,4.683022828,5.104222206,0.421199379,1.09
LOC07179,15.34736111,-61.38819444,4.683022828,5.104222206,0.421199379,1.09
LOC07180,15.34736111,-61.38791667,4.683022828,5.104222206,0.421199379,1.09
LOC07181,15.34736111,-61.38763889,4.683022828,5.104222206,0.421199379,1.09
LOC07182,15.34736111,-61.25430556,3.301455463,3.181542033,-0.119913429,0.96
LOC07183,15.34763889,-61.39347222,4.683022828,5.104222206,0.421199379,1.09
LOC07184,15.34763889,-61.39319444,4.683022828,5.104222206,0.421199379,1.09
LOC07185,15.34763889,-61.39208333,4.683022828,5.104222206,0.421199379,1.09
LOC07186,15.34763889,-61.39152778,4.683022828,5.104222206,0.421199379,1.09
LOC07187,15.34763889,-61.38902778,4.683022828,5.104222206,0.421199379,1.09
LOC07188,15.34763889,-61.38875,4.683022828,5.104222206,0.421199379,1.09
LOC07189,15.34763889,-61.38847222,4.683022828,5.104222206,0.421199379,1.09
LOC07190,15.34763889,-61.38819444,4.683022828,5.104222206,0.421199379,1.09
LOC07191,15.34763889,-61.38763889,4.683022828,5.104222206,0.421199379,1.09
LOC07192,15.34763889,-61.38736111,4.683022828,5.104222206,0.421199379,1.09
LOC07193,15.34763889,-61.38708333,4.683022828,5.104222206,0.421199379,1.09
LOC07194,15.34763889,-61.25458333,3.301455463,3.181542033,-0.119913429,0.96
LOC07195,15.34791667,-61.39291667,4.683022828,5.104222206,0.421199379,1.09
LOC07196,15.34791667,-61.39263889,4.683022828,5.104222206,0.421199379,1.09
LOC07197,15.34791667,-61.39236111,4.683022828,5.104222206,0.421199379,1.09
LOC07198,15.34791667,-61.39208333,4.683022828,5.104222206,0.421199379,1.09
LOC07199,15.34791667,-61.39152778,4.683022828,5.104222206,0.421199379,1.09
LOC07200,15.34791667,-61.39125,4.683022828,5.104222206,0.421199379,1.09
LOC07201,15.34791667,-61.39097222,4.683022828,5.104222206,0.421199379,1.09
LOC07202,15.34791667,-61.38875,4.683022828,5.104222206,0.421199379,1.09
LOC07203,15.34791667,-61.38847222,4.683022828,5.104222206,0.421199379,1.09
LOC07204,15.34819444,-61.39319444,4.683022828,5.104222206,0.421199379,1.09
LOC07205,15.34819444,-61.39291667,4.683022828,5.104222206,0.421199379,1.09
LOC07206,15.34819444,-61.39263889,4.683022828,5.104222206,0.421199379,1.09
LOC07207,15.34819444,-61.39208333,4.683022828,5.104222206,0.421199379,1.09
LOC07208,15.34819444,-61.39152778,4.683022828,5.104222206,0.421199379,1.09
LOC07209,15.34819444,-61.39125,4.683022828,5.104222206,0.421199379,1.09
LOC07210,15.34819444,-61.39069444,4.683022828,5.104222206,0.421199379,1.09
LOC07211,15.34819444,-61.38875,4.683022828,5.104222206,0.421199379,1.09
LOC07212,15.34847222,-61.39263889,4.683022828,5.104222206,0.421199379,1.09
LOC07213,15.34847222,-61.39236111,4.683022828,5.104222206,0.421199379,1.09
LOC07214,15.34847222,-61.39208333,4.683022828,5.104222206,0.421199379,1.09
LOC07215,15.34847222,-61.39180556,4.683022828,5.104222206,0.421199379,1.09
LOC07216,15.34847222,-61.39097222,4.683022828,5.104222206,0.421199379,1.09
LOC07217,15.34847222,-61.39013889,4.683022828,5.104222206,0.421199379,1.09
LOC07218,15.34847222,-61.38763889,4.683022828,5.104222206,0.421199379,1.09
LOC07219,15.34847222,-61.38736111,4.683022828,5.104222206,0.421199379,1.09
LOC07220,15.34875,-61.39319444,4.683022828,5.104222206,0.421199379,1.09
LOC07221,15.34875,-61.39291667,4.683022828,5.104222206,0.421199379,1.09
LOC07222,15.34875,-61.39208333,4.683022828,5.104222206,0.421199379,1.09
LOC07223,15.34875,-61.38736111,4.683022828,5.104222206,0.421199379,1.09
LOC07224,15.34875,-61.38708333,4.683022828,5.104222206,0.421199379,1.09
LOC07225,15.34875,-61.25263889,3.301455463,3.181542033,-0.119913429,0.96
LOC07226,15.34902778,-61.39347222,4.683022828,5.104222206,0.421199379,1.09
LOC07227,15.34902778,-61.39319444,4.683022828,5.104222206,0.421199379,1.09
LOC07228,15.34902778,-61.39291667,4.683022828,5.104222206,0.421199379,1.09
LOC07229,15.34902778,-61.39263889,4.683022828,5.104222206,0.421199379,1.09
LOC07230,15.34902778,-61.39236111,4.683022828,5.104222206,0.421199379,1.09
LOC07231,15.34902778,-61.39208333,4.683022828,5.104222206,0.421199379,1.09
LOC07232,15.34902778,-61.39180556,4.683022828,5.104222206,0.421199379,1.09
LOC07233,15.34930556,-61.39347222,4.683022828,5.104222206,0.421199379,1.09
LOC07234,15.34930556,-61.39319444,4.683022828,5.104222206,0.421199379,1.09
LOC07235,15.34930556,-61.39291667,4.683022828,5.104222206,0.421199379,1.09
LOC07236,15.34958333,-61.39347222,4.683022828,5.104222206,0.421199379,1.09
LOC07237,15.34958333,-61.39291667,4.683022828,5.104222206,0.421199379,1.09
LOC07238,15.34958333,-61.39263889,4.683022828,5.104222206,0.421199379,1.09
LOC07239,15.34958333,-61.39208333,4.683022828,5.104222206,0.421199379,1.09
LOC07240,15.34958333,-61.39180556,4.683022828,5.104222206,0.421199379,1.09
LOC07241,15.34986111,-61.39319444,4.683022828,5.104222206,0.421199379,1.09
LOC07242,15.34986111,-61.39263889,4.683022828,5.104222206,0.421199379,1.09
LOC07243,15.35013889,-61.39347222,4.683022828,5.104222206,0.421199379,1.09
LOC07244,15.35013889,-61.39291667,4.683022828,5.104222206,0.421199379,1.09
LOC07245,15.35013889,-61.39263889,4.683022828,5.104222206,0.421199379,1.09
LOC07246,15.35013889,-61.39236111,4.683022828,5.104222206,0.421199379,1.09
LOC07247,15.35013889,-61.39125,4.683022828,5.104222206,0.421199379,1.09
LOC07248,15.35041667,-61.39319444,4.683022828,5.104222206,0.421199379,1.09
LOC07249,15.35041667,-61.39263889,4.683022828,5.104222206,0.421199379,1.09
LOC07250,15.35041667,-61.39236111,4.683022828,5.104222206,0.421199379,1.09
LOC07251,15.35097222,-61.39319444,4.683022828,5.104222206,0.421199379,1.09
LOC07252,15.35180556,-61.26736111,3.301455463,3.181542033,-0.119913429,0.96
LOC07253,15.35208333,-61.39319444,4.683022828,5.104222206,0.421199379,1.09
LOC07254,15.35208333,-61.26597222,3.301455463,3.181542033,-0.119913429,0.96
LOC07255,15.35208333,-61.26541667,3.301455463,3.181542033,-0.119913429,0.96
LOC07256,15.35208333,-61.26263889,3.301455463,3.181542033,-0.119913429,0.96
LOC07257,15.35236111,-61.39319444,4.683022828,5.104222206,0.421199379,1.09
LOC07258,15.35236111,-61.39291667,4.683022828,5.104222206,0.421199379,1.09
LOC07259,15.35236111,-61.26597222,3.301455463,3.181542033,-0.119913429,0.96
LOC07260,15.35236111,-61.26569444,3.301455463,3.181542033,-0.119913429,0.96
LOC07261,15.35236111,-61.26541667,3.301455463,3.181542033,-0.119913429,0.96
LOC07262,15.35236111,-61.26513889,3.301455463,3.181542033,-0.119913429,0.96
LOC07263,15.35236111,-61.26430556,3.301455463,3.181542033,-0.119913429,0.96
LOC07264,15.35236111,-61.26375,3.301455463,3.181542033,-0.119913429,0.96
LOC07265,15.35236111,-61.26291667,3.301455463,3.181542033,-0.119913429,0.96
LOC07266,15.35236111,-61.26263889,3.301455463,3.181542033,-0.119913429,0.96
LOC07267,15.35236111,-61.26236111,3.301455463,3.181542033,-0.119913429,0.96
LOC07268,15.35263889,-61.39319444,4.683022828,5.104222206,0.421199379,1.09
LOC07269,15.35263889,-61.26541667,3.301455463,3.181542033,-0.119913429,0.96
LOC07270,15.35263889,-61.26486111,3.301455463,3.181542033,-0.119913429,0.96
LOC07271,15.35263889,-61.26430556,3.301455463,3.181542033,-0.119913429,0.96
LOC07272,15.35263889,-61.26402778,3.301455463,3.181542033,-0.119913429,0.96
LOC07273,15.35263889,-61.26375,3.301455463,3.181542033,-0.119913429,0.96
LOC07274,15.35263889,-61.26347222,3.301455463,3.181542033,-0.119913429,0.96
LOC07275,15.35263889,-61.26291667,3.301455463,3.181542033,-0.119913429,0.96
LOC07276,15.35263889,-61.26263889,3.301455463,3.181542033,-0.119913429,0.96
LOC07277,15.35291667,-61.26569444,3.301455463,3.181542033,-0.119913429,0.96
LOC07278,15.35291667,-61.26541667,3.301455463,3.181542033,-0.119913429,0.96
LOC07279,15.35291667,-61.26513889,3.301455463,3.181542033,-0.119913429,0.96
LOC07280,15.35291667,-61.26486111,3.301455463,3.181542033,-0.119913429,0.96
LOC07281,15.35291667,-61.26430556,3.301455463,3.181542033,-0.119913429,0.96
LOC07282,15.35291667,-61.26319444,3.301455463,3.181542033,-0.119913429,0.96
LOC07283,15.35291667,-61.26291667,3.301455463,3.181542033,-0.119913429,0.96
LOC07284,15.35291667,-61.26263889,3.301455463,3.181542033,-0.119913429,0.96
LOC07285,15.35319444,-61.26569444,3.301455463,3.181542033,-0.119913429,0.96
LOC07286,15.35319444,-61.26513889,3.301455463,3.181542033,-0.119913429,0.96
LOC07287,15.35319444,-61.26375,3.301455463,3.181542033,-0.119913429,0.96
LOC07288,15.35319444,-61.26347222,3.301455463,3.181542033,-0.119913429,0.96
LOC07289,15.35347222,-61.26680556,3.301455463,3.181542033,-0.119913429,0.96
LOC07290,15.35347222,-61.26569444,3.301455463,3.181542033,-0.119913429,0.96
LOC07291,15.35347222,-61.26430556,3.301455463,3.181542033,-0.119913429,0.96
LOC07292,15.35347222,-61.26402778,3.301455463,3.181542033,-0.119913429,0.96
LOC07293,15.35347222,-61.26097222,3.301455463,3.181542033,-0.119913429,0.96
LOC07294,15.35347222,-61.26013889,3.301455463,3.181542033,-0.119913429,0.96
LOC07295,15.35347222,-61.25958333,3.301455463,3.181542033,-0.119913429,0.96
LOC07296,15.35375,-61.39319444,4.683022828,5.104222206,0.421199379,1.09
LOC07297,15.35375,-61.26597222,3.301455463,3.181542033,-0.119913429,0.96
LOC07298,15.35375,-61.26569444,3.301455463,3.181542033,-0.119913429,0.96
LOC07299,15.35375,-61.26402778,3.301455463,3.181542033,-0.119913429,0.96
LOC07300,15.35375,-61.26291667,3.301455463,3.181542033,-0.119913429,0.96
LOC07301,15.35375,-61.26180556,3.301455463,3.181542033,-0.119913429,0.96
LOC07302,15.35375,-61.26152778,3.301455463,3.181542033,-0.119913429,0.96
LOC07303,15.35375,-61.26041667,3.301455463,3.181542033,-0.119913429,0.96
LOC07304,15.35375,-61.26013889,3.301455463,3.181542033,-0.119913429,0.96
LOC07305,15.35402778,-61.39347222,4.683022828,5.104222206,0.421199379,1.09
LOC07306,15.35402778,-61.39291667,4.683022828,5.104222206,0.421199379,1.09
LOC07307,15.35402778,-61.36125,4.683022828,5.104222206,0.421199379,1.09
LOC07308,15.35402778,-61.26263889,3.301455463,3.181542033,-0.119913429,0.96
LOC07309,15.35402778,-61.26236111,3.301455463,3.181542033,-0.119913429,0.96
LOC07310,15.35402778,-61.26152778,3.301455463,3.181542033,-0.119913429,0.96
LOC07311,15.35430556,-61.39347222,4.683022828,5.104222206,0.421199379,1.09
LOC07312,15.35430556,-61.39291667,4.683022828,5.104222206,0.421199379,1.09
LOC07313,15.35430556,-61.26208333,3.301455463,3.181542033,-0.119913429,0.96
LOC07314,15.35430556,-61.26180556,3.301455463,3.181542033,-0.119913429,0.96
LOC07315,15.35430556,-61.26125,3.301455463,3.181542033,-0.119913429,0.96
LOC07316,15.35430556,-61.26097222,3.301455463,3.181542033,-0.119913429,0.96
LOC07317,15.35430556,-61.26069444,3.301455463,3.181542033,-0.119913429,0.96
LOC07318,15.35458333,-61.39291667,4.683022828,5.104222206,0.421199379,1.09
LOC07319,15.35458333,-61.26013889,3.301455463,3.181542033,-0.119913429,0.96
LOC07320,15.35458333,-61.25986111,3.301455463,3.181542033,-0.119913429,0.96
LOC07321,15.35486111,-61.39291667,4.683022828,5.104222206,0.421199379,1.09
LOC07322,15.35486111,-61.39263889,4.683022828,5.104222206,0.421199379,1.09
LOC07323,15.35486111,-61.26819444,3.301455463,3.181542033,-0.119913429,0.96
LOC07324,15.35513889,-61.28430556,3.301455463,3.181542033,-0.119913429,0.96
LOC07325,15.35513889,-61.28375,3.301455463,3.181542033,-0.119913429,0.96
LOC07326,15.35513889,-61.28319444,3.301455463,3.181542033,-0.119913429,0.96
LOC07327,15.35513889,-61.28291667,3.301455463,3.181542033,-0.119913429,0.96
LOC07328,15.35513889,-61.28263889,3.301455463,3.181542033,-0.119913429,0.96
LOC07329,15.35513889,-61.26819444,3.301455463,3.181542033,-0.119913429,0.96
LOC07330,15.35541667,-61.28402778,3.301455463,3.181542033,-0.119913429,0.96
LOC07331,15.35541667,-61.28347222,3.301455463,3.181542033,-0.119913429,0.96
LOC07332,15.35541667,-61.28319444,3.301455463,3.181542033,-0.119913429,0.96
LOC07333,15.35541667,-61.28291667,3.301455463,3.181542033,-0.119913429,0.96
LOC07334,15.35541667,-61.28263889,3.301455463,3.181542033,-0.119913429,0.96
LOC07335,15.35541667,-61.28236111,3.301455463,3.181542033,-0.119913429,0.96
LOC07336,15.35569444,-61.28402778,3.301455463,3.181542033,-0.119913429,0.96
LOC07337,15.35569444,-61.28375,3.301455463,3.181542033,-0.119913429,0.96
LOC07338,15.35569444,-61.28347222,3.301455463,3.181542033,-0.119913429,0.96
LOC07339,15.35569444,-61.28319444,3.301455463,3.181542033,-0.119913429,0.96
LOC07340,15.35569444,-61.28291667,3.301455463,3.181542033,-0.119913429,0.96
LOC07341,15.35569444,-61.28263889,3.301455463,3.181542033,-0.119913429,0.96
LOC07342,15.35569444,-61.28208333,3.301455463,3.181542033,-0.119913429,0.96
LOC07343,15.35569444,-61.28180556,3.301455463,3.181542033,-0.119913429,0.96
LOC07344,15.35569444,-61.26291667,3.301455463,3.181542033,-0.119913429,0.96
LOC07345,15.35597222,-61.37263889,4.683022828,5.104222206,0.421199379,1.09
LOC07346,15.35597222,-61.28402778,3.301455463,3.181542033,-0.119913429,0.96
LOC07347,15.35597222,-61.28375,3.301455463,3.181542033,-0.119913429,0.96
LOC07348,15.35597222,-61.28291667,3.301455463,3.181542033,-0.119913429,0.96
LOC07349,15.35597222,-61.28208333,3.301455463,3.181542033,-0.119913429,0.96
LOC07350,15.35597222,-61.28180556,3.301455463,3.181542033,-0.119913429,0.96
LOC07351,15.35597222,-61.28125,3.301455463,3.181542033,-0.119913429,0.96
LOC07352,15.35625,-61.39097222,4.683022828,5.104222206,0.421199379,1.09
LOC07353,15.35625,-61.39069444,4.683022828,5.104222206,0.421199379,1.09
LOC07354,15.35625,-61.38625,4.683022828,5.104222206,0.421199379,1.09
LOC07355,15.35625,-61.37236111,4.683022828,5.104222206,0.421199379,1.09
LOC07356,15.35625,-61.28263889,3.301455463,3.181542033,-0.119913429,0.96
LOC07357,15.35625,-61.28236111,3.301455463,3.181542033,-0.119913429,0.96
LOC07358,15.35625,-61.28208333,3.301455463,3.181542033,-0.119913429,0.96
LOC07359,15.35625,-61.28180556,3.301455463,3.181542033,-0.119913429,0.96
LOC07360,15.35625,-61.28152778,3.301455463,3.181542033,-0.119913429,0.96
LOC07361,15.35625,-61.28125,3.301455463,3.181542033,-0.119913429,0.96
LOC07362,15.35625,-61.26430556,3.301455463,3.181542033,-0.119913429,0.96
LOC07363,15.35625,-61.26402778,3.301455463,3.181542033,-0.119913429,0.96
LOC07364,15.35625,-61.26236111,3.301455463,3.181542033,-0.119913429,0.96
LOC07365,15.35625,-61.26208333,3.301455463,3.181542033,-0.119913429,0.96
LOC07366,15.35652778,-61.37208333,4.683022828,5.104222206,0.421199379,1.09
LOC07367,15.35652778,-61.28263889,3.301455463,3.181542033,-0.119913429,0.96
LOC07368,15.35652778,-61.28236111,3.301455463,3.181542033,-0.119913429,0.96
LOC07369,15.35652778,-61.26986111,3.301455463,3.181542033,-0.119913429,0.96
LOC07370,15.35652778,-61.26958333,3.301455463,3.181542033,-0.119913429,0.96
LOC07371,15.35652778,-61.26430556,3.301455463,3.181542033,-0.119913429,0.96
LOC07372,15.35680556,-61.28236111,3.301455463,3.181542033,-0.119913429,0.96
LOC07373,15.35680556,-61.28208333,3.301455463,3.181542033,-0.119913429,0.96
LOC07374,15.35680556,-61.28152778,3.301455463,3.181542033,-0.119913429,0.96
LOC07375,15.35680556,-61.28125,3.301455463,3.181542033,-0.119913429,0.96
LOC07376,15.35680556,-61.28041667,3.301455463,3.181542033,-0.119913429,0.96
LOC07377,15.35708333,-61.28152778,3.301455463,3.181542033,-0.119913429,0.96
LOC07378,15.35708333,-61.28097222,3.301455463,3.181542033,-0.119913429,0.96
LOC07379,15.35708333,-61.28069444,3.301455463,3.181542033,-0.119913429,0.96
LOC07380,15.35708333,-61.26180556,3.301455463,3.181542033,-0.119913429,0.96
LOC07381,15.35736111,-61.39597222,4.683022828,5.104222206,0.421199379,1.09
LOC07382,15.35736111,-61.35486111,4.683022828,5.104222206,0.421199379,1.09
LOC07383,15.35736111,-61.28069444,3.301455463,3.181542033,-0.119913429,0.96
LOC07384,15.35736111,-61.28013889,3.301455463,3.181542033,-0.119913429,0.96
LOC07385,15.35736111,-61.27986111,3.301455463,3.181542033,-0.119913429,0.96
LOC07386,15.35736111,-61.27958333,3.301455463,3.181542033,-0.119913429,0.96
LOC07387,15.35736111,-61.26375,3.301455463,3.181542033,-0.119913429,0.96
LOC07388,15.35736111,-61.26347222,3.301455463,3.181542033,-0.119913429,0.96
LOC07389,15.35736111,-61.26291667,3.301455463,3.181542033,-0.119913429,0.96
LOC07390,15.35736111,-61.26263889,3.301455463,3.181542033,-0.119913429,0.96
LOC07391,15.35736111,-61.26236111,3.301455463,3.181542033,-0.119913429,0.96
LOC07392,15.35736111,-61.26208333,3.301455463,3.181542033,-0.119913429,0.96
LOC07393,15.35736111,-61.26125,3.301455463,3.181542033,-0.119913429,0.96
LOC07394,15.35736111,-61.26097222,3.301455463,3.181542033,-0.119913429,0.96
LOC07395,15.35763889,-61.35486111,4.683022828,5.104222206,0.421199379,1.09
LOC07396,15.35763889,-61.28069444,3.301455463,3.181542033,-0.119913429,0.96
LOC07397,15.35763889,-61.28041667,3.301455463,3.181542033,-0.119913429,0.96
LOC07398,15.35763889,-61.28013889,3.301455463,3.181542033,-0.119913429,0.96
LOC07399,15.35763889,-61.26208333,3.301455463,3.181542033,-0.119913429,0.96
LOC07400,15.35763889,-61.26125,3.301455463,3.181542033,-0.119913429,0.96
LOC07401,15.35763889,-61.26069444,3.301455463,3.181542033,-0.119913429,0.96
LOC07402,15.35763889,-61.26041667,3.301455463,3.181542033,-0.119913429,0.96
LOC07403,15.35763889,-61.25958333,3.301455463,3.181542033,-0.119913429,0.96
LOC07404,15.35763889,-61.25930556,3.301455463,3.181542033,-0.119913429,0.96
LOC07405,15.35763889,-61.25902778,3.301455463,3.181542033,-0.119913429,0.96
LOC07406,15.35791667,-61.35541667,4.683022828,5.104222206,0.421199379,1.09
LOC07407,15.35791667,-61.35513889,4.683022828,5.104222206,0.421199379,1.09
LOC07408,15.35791667,-61.35402778,4.683022828,5.104222206,0.421199379,1.09
LOC07409,15.35791667,-61.28041667,3.301455463,3.181542033,-0.119913429,0.96
LOC07410,15.35791667,-61.28013889,3.301455463,3.181542033,-0.119913429,0.96
LOC07411,15.35791667,-61.27986111,3.301455463,3.181542033,-0.119913429,0.96
LOC07412,15.35791667,-61.25958333,3.301455463,3.181542033,-0.119913429,0.96
LOC07413,15.35791667,-61.25902778,3.301455463,3.181542033,-0.119913429,0.96
LOC07414,15.35791667,-61.25847222,3.301455463,3.181542033,-0.119913429,0.96
LOC07415,15.35791667,-61.25791667,3.301455463,3.181542033,-0.119913429,0.96
LOC07416,15.35791667,-61.25763889,3.301455463,3.181542033,-0.119913429,0.96
LOC07417,15.35791667,-61.25736111,3.301455463,3.181542033,-0.119913429,0.96
LOC07418,15.35791667,-61.25708333,3.301455463,3.181542033,-0.119913429,0.96
LOC07419,15.35791667,-61.25680556,3.301455463,3.181542033,-0.119913429,0.96
LOC07420,15.35791667,-61.25625,3.301455463,3.181542033,-0.119913429,0.96
LOC07421,15.35791667,-61.25597222,3.301455463,3.181542033,-0.119913429,0.96
LOC07422,15.35819444,-61.39513889,4.683022828,5.104222206,0.421199379,1.09
LOC07423,15.35819444,-61.39430556,4.683022828,5.104222206,0.421199379,1.09
LOC07424,15.35819444,-61.35513889,4.683022828,5.104222206,0.421199379,1.09
LOC07425,15.35819444,-61.35319444,4.683022828,5.104222206,0.421199379,1.09
LOC07426,15.35819444,-61.28013889,3.301455463,3.181542033,-0.119913429,0.96
LOC07427,15.35819444,-61.25958333,3.301455463,3.181542033,-0.119913429,0.96
LOC07428,15.35819444,-61.25875,3.301455463,3.181542033,-0.119913429,0.96
LOC07429,15.35819444,-61.25763889,3.301455463,3.181542033,-0.119913429,0.96
LOC07430,15.35819444,-61.25708333,3.301455463,3.181542033,-0.119913429,0.96
LOC07431,15.35819444,-61.25652778,3.301455463,3.181542033,-0.119913429,0.96
LOC07432,15.35819444,-61.25625,3.301455463,3.181542033,-0.119913429,0.96
LOC07433,15.35819444,-61.25597222,3.301455463,3.181542033,-0.119913429,0.96
LOC07434,15.35847222,-61.39458333,4.683022828,5.104222206,0.421199379,1.09
LOC07435,15.35847222,-61.39430556,4.683022828,5.104222206,0.421199379,1.09
LOC07436,15.35847222,-61.35958333,4.683022828,5.104222206,0.421199379,1.09
LOC07437,15.35847222,-61.35652778,4.683022828,5.104222206,0.421199379,1.09
LOC07438,15.35847222,-61.35625,4.683022828,5.104222206,0.421199379,1.09
LOC07439,15.35847222,-61.35486111,4.683022828,5.104222206,0.421199379,1.09
LOC07440,15.35847222,-61.27986111,3.301455463,3.181542033,-0.119913429,0.96
LOC07441,15.35847222,-61.27958333,3.301455463,3.181542033,-0.119913429,0.96
LOC07442,15.35847222,-61.25986111,3.301455463,3.181542033,-0.119913429,0.96
LOC07443,15.35847222,-61.25513889,3.301455463,3.181542033,-0.119913429,0.96
LOC07444,15.35847222,-61.25458333,3.301455463,3.181542033,-0.119913429,0.96
LOC07445,15.35847222,-61.25375,3.301455463,3.181542033,-0.119913429,0.96
LOC07446,15.35875,-61.39486111,4.683022828,5.104222206,0.421199379,1.09
LOC07447,15.35875,-61.39458333,4.683022828,5.104222206,0.421199379,1.09
LOC07448,15.35875,-61.37097222,4.683022828,5.104222206,0.421199379,1.09
LOC07449,15.35875,-61.37041667,4.683022828,5.104222206,0.421199379,1.09
LOC07450,15.35875,-61.35513889,4.683022828,5.104222206,0.421199379,1.09
LOC07451,15.35875,-61.27986111,3.301455463,3.181542033,-0.119913429,0.96
LOC07452,15.35875,-61.27958333,3.301455463,3.181542033,-0.119913429,0.96
