X,Y,Confidence,SensorDate,SensorID,FieldValid,Notes,Area_m2,StaffID,EventCode,Area_ha,Staff_ID,Agency
-61.291137170149,15.5025174932377,Medium,2017/09/23,Pleiades,Not yet field validated,Dominica AOI2 Cloud Obstruction,21273.7598691,AM,TC20170918DMA,2.12738,AM,UNOSAT
-61.2899474313247,15.5079892944176,Medium,2017/09/23,Pleiades,Not yet field validated,Dominica AOI2 Cloud Obstruction,17898.3372337,AM,TC20170918DMA,1.78983,AM,UNOSAT
-61.2777300742515,15.491322586006,Medium,2017/09/23,Pleiades,Not yet field validated,Dominica AOI2 Cloud Obstruction,28076.3380329,AM,TC20170918DMA,2.80763,AM,UNOSAT
-61.2914692425808,15.4938437318752,Medium,2017/09/23,Pleiades,Not yet field validated,Dominica AOI2 Cloud Obstruction,32091.2867303,AM,TC20170918DMA,3.20913,AM,UNOSAT
-61.2949883442716,15.4959487341274,Medium,2017/09/23,Pleiades,Not yet field validated,Dominica AOI2 Cloud Obstruction,14178.9186909,AM,TC20170918DMA,1.41789,AM,UNOSAT
-61.3038033958814,15.4938021580501,Medium,2017/09/23,Pleiades,Not yet field validated,Dominica AOI2 Cloud Obstruction,153264.026564,AM,TC20170918DMA,15.3264,AM,UNOSAT
-61.297434828079,15.5118980176137,Medium,2017/09/23,Pleiades,Not yet field validated,Dominica AOI2 Cloud Obstruction,901829.396492,AM,TC20170918DMA,90.1829,AM,UNOSAT
-61.3078620832493,15.5199789845144,Medium,2017/09/23,Pleiades,Not yet field validated,Dominica AOI2 Cloud Obstruction,691243.024948,AM,TC20170918DMA,69.1243,AM,UNOSAT
-61.330150942907,15.5121538766562,Medium,2017/09/23,Pleiades,Not yet field validated,Dominica AOI2 Cloud Obstruction,1024838.59134,AM,TC20170918DMA,102.484,AM,UNOSAT
-61.3160510084368,15.5165349052248,Medium,2017/09/23,Pleiades,Not yet field validated,Dominica AOI2 Cloud Obstruction,111250.881187,AM,TC20170918DMA,11.1251,AM,UNOSAT
-61.3169948531237,15.5192686516076,Medium,2017/09/23,Pleiades,Not yet field validated,Dominica AOI2 Cloud Obstruction,21351.1035143,AM,TC20170918DMA,2.13511,AM,UNOSAT
-61.3340547849847,15.5212845921097,Medium,2017/09/23,Pleiades,Not yet field validated,Dominica AOI2 Cloud Obstruction,151529.369614,AM,TC20170918DMA,15.1529,AM,UNOSAT
-61.3421415609336,15.5176143666957,Medium,2017/09/23,Pleiades,Not yet field validated,Dominica AOI2 Cloud Obstruction,742313.02147,AM,TC20170918DMA,74.2313,AM,UNOSAT
-61.3419740154667,15.525308839874,Medium,2017/09/23,Pleiades,Not yet field validated,Dominica AOI2 Cloud Obstruction,522415.521746,AM,TC20170918DMA,52.2416,AM,UNOSAT
-61.3493629266621,15.5122347221837,Medium,2017/09/23,Pleiades,Not yet field validated,Dominica AOI2 Cloud Obstruction,14771.2672455,AM,TC20170918DMA,1.47713,AM,UNOSAT
-61.3502063708129,15.506226876656,Medium,2017/09/23,Pleiades,Not yet field validated,Dominica AOI2 Cloud Obstruction,120754.964928,AM,TC20170918DMA,12.0755,AM,UNOSAT
-61.3373980338739,15.5083173868399,Medium,2017/09/23,Pleiades,Not yet field validated,Dominica AOI2 Cloud Obstruction,29463.8657249,AM,TC20170918DMA,2.94639,AM,UNOSAT
-61.3434323764229,15.5104815702577,Medium,2017/09/23,Pleiades,Not yet field validated,Dominica AOI2 Cloud Obstruction,7694.78871556,AM,TC20170918DMA,0.769479,AM,UNOSAT
-61.3292382981795,15.4807930472575,Medium,2017/09/23,Pleiades,Not yet field validated,Dominica AOI2 Cloud Obstruction,14781080.7552,AM,TC20170918DMA,1478.11,AM,UNOSAT
-61.3432017380155,15.4977943085655,Medium,2017/09/23,Pleiades,Not yet field validated,Dominica AOI2 Cloud Obstruction,27579.9479693,AM,TC20170918DMA,2.75799,AM,UNOSAT
-61.3142565119888,15.5014344373417,Medium,2017/09/23,Pleiades,Not yet field validated,Dominica AOI2 Cloud Obstruction,37413.0291973,AM,TC20170918DMA,3.7413,AM,UNOSAT
-61.3114673197737,15.5004198740916,Medium,2017/09/23,Pleiades,Not yet field validated,Dominica AOI2 Cloud Obstruction,18911.6755252,AM,TC20170918DMA,1.89117,AM,UNOSAT
-61.3097905045356,15.4983729044568,Medium,2017/09/23,Pleiades,Not yet field validated,Dominica AOI2 Cloud Obstruction,10692.9884893,AM,TC20170918DMA,1.0693,AM,UNOSAT
-61.3102939156872,15.492591664196,Medium,2017/09/23,Pleiades,Not yet field validated,Dominica AOI2 Cloud Obstruction,14559.6020826,AM,TC20170918DMA,1.45596,AM,UNOSAT
-61.3103790133206,15.4960371394633,Medium,2017/09/23,Pleiades,Not yet field validated,Dominica AOI2 Cloud Obstruction,8179.17623646,AM,TC20170918DMA,0.817918,AM,UNOSAT
-61.3718975792111,15.4975109605939,Medium,2017/09/23,Pleiades,Not yet field validated,Dominica AOI2 Cloud Obstruction,356080.842662,AM,TC20170918DMA,35.6081,AM,UNOSAT
-61.3744322212236,15.4535978618406,Medium,2017/09/23,Pleiades,Not yet field validated,Dominica AOI4 Cloud Obstruction,339870.141193,AM,TC20170918DMA,33.987,AM,UNOSAT
-61.3725096456376,15.5076598901472,Medium,2017/09/23,Pleiades,Not yet field validated,Dominica AOI2 Cloud Obstruction,732267.393393,AM,TC20170918DMA,73.2267,AM,UNOSAT
-61.3754049920203,15.4830418486305,Medium,2017/09/23,Pleiades,Not yet field validated,Dominica AOI2 Cloud Obstruction,457432.016308,AM,TC20170918DMA,45.7432,AM,UNOSAT
-61.3792460461901,15.5103812114413,Medium,2017/09/23,Pleiades,Not yet field validated,Dominica AOI2 Cloud Obstruction,64452.5129943,AM,TC20170918DMA,6.44525,AM,UNOSAT
